rating,comment,time,votes
5,休说苍天不由人，我命由我不由天。新的故事，改编的很不错啊，就是有点短。友情提醒：观影记得带纸巾,2019/7/19 11:37,5436
4,目前国产三维动画中的最佳。和年初的《白蛇》一道，富足想象力之下的经典魔改，在人物、情节和视听呈现上都冲着一股劲。但还是有些遗憾，双生的概念没有做得更加复杂深刻、部分低俗笑料虽有趣但跳线。可能是我期待太高了。,2019/7/18 21:23,3926
4,7分，制作确实非常突出，尤其是夕阳下踢毽子和变身两场戏，印象深刻。这也说明，华语动画只要真是踏踏实实下来做苦功夫，还是能出佳作的。剧情相比老版做了很多革新，包括新增的父子情，这个见仁见智吧。主题则是神魔我做主，我命由我不由天的中二少年感，放到现在倒是挺燃的。哪吒变身之后也是大加分，跟敖丙的兄弟情也是相当新时代趣味了。希望每一部用心制作的华语动画，都能有好的成绩吧。不过，个人还是觉得大圣更好些，所以，刚刚还专门给大圣改了分，这样才公平些。都好都好，都加油，都加油!,2019/7/26 16:29,1230
4,【B】这才叫真正的国漫崛起！美术，制作，人物塑造，立意都比大圣归来更好。最重要的是你真的能感觉到创作者不故步自封的力求突破，也终于在国漫里看到了一直缺少的“想象力”存在（虽然只是在场景，物件设定上这些较为基础的部分，但未必不是个好的开始），缺点是整体风格略显杂糅，笑点像港式无厘头，战斗场面像日漫，有的地方又有仙侠和好莱坞动画的影子，但最后个效果居然不错，而且对于仍处于摸索阶段的国产动画来说这完全能理解。另外，一个动画片的父子情都比隔壁《银河补习班》更真实动人，邓超和俞白眉请出来挨打。,2019/7/18 22:55,2078
4,一切都很好，但是哪吒，我想我看过更好的。,2019/7/20 16:53,1175
4,谢谢把我拍的这么好！,2019/7/19 21:40,816
5,暑期档到目前为止最好看的一部。真正打动我的不是哪吒的人设，而是找回了久违的看港片喜剧的快感！,2019/7/19 12:24,1445
5,神话故事新编，以一种不令人悲伤的方式来讲述悲伤的哪吒童年。丰富多元充满想象力画面；包含幽默、热血、感人和人生观点的剧情；还有安排得当的叙事节奏，结尾处高潮更是一波接一波，让观众又是激动万分，又是感动落泪，实在令人佩服，这就是一部优秀的动画电影。,2019/7/14 20:33,1662
4,承认期待不高，看得有些意外。我不是哪吒迷，而更接近封神迷——实为情怀的那种玩意，所以看到片方想要铺封神宇宙，无论成败，总归是有人在做这么一步，并且，这一步，作为起点是恰如其分的。不存在“哪吒就应该是代表/刻画什么精神”之类的说法，动画片也不是低幼倾向的文化产品。性格转变过快，密集迎合观众笑点之类的缺陷有不少，但来日可期，可以再打磨。,2019/7/23 16:39,348
4,点映看完了，不剧透地说，除了哪吒和他娘的人物关系外，这部电影把传统的哪吒故事里人物关系都改变了，哪吒和李靖、哪吒和太乙、哪吒和敖丙等等，因为有这些关系要重新做，所以这些人物的设定才和传统的不一样。整部电影本身严格按照商业片的形式，几个情感转折的节点都掐准了时间，不夸张地说，如果这个系列电影要做下去的话（还有之前的大圣、之后的姜子牙等），《大圣归来》和《魔童降世》在这个系列的地位相当于这个系列的《钢铁侠01》和《美国队长01》，但前提是一定要做下去。,2019/7/14 17:10,687
4,中国的封神奇幻故事是未来商业娱乐电影的大宝藏，这还只是个小开头！祝贺这位年轻的新编导。,2019/8/29 21:38,209
4,人不过就是半神半魔的造物，这故事按照这个路子衍生。整体非常工整，技术让人赞叹，自《大圣归来》到《哪吒》，这条从中国神话拿改素材的动画之路被证明是最经济实惠的。这里面其实有着另外可以深化的内容，就是几个角色的象征，哪吒像个为民请命的知识分子，但被庸众看作妖怪，他的叛逆不被理解和尊重，龙王是个归顺的反叛者，但被招安并不代表被信任，他的下场故事里讲得很清楚，而敖丙是甩脱出身帽子的唯一机会，而最终，这个年轻人和哪吒那个反叛者合二为一成为一个被大众颔首的理中客。这到底是成熟还是悲哀呢？只不过这个方向肯定不会被明确提点。想想有点悲哀，动画片的形式让这类作品成为了我们电影中最可能表达一些别样内容的容器，但也因为形式，那些表达最终被掩埋在搞笑和特效之中。,2019/7/26 16:13,367
4,几个小缺点：娘炮那个梗用得有点太多了后面就烦了，结尾大战有些拖沓，段子堆得有些太密集了导致最后情绪有点破碎。其他都很好，比［大圣］好，可能是这几年最好的国产动画，李靖太可以了吧。,2019/7/27 0:28,282
4,一出生就有黑眼圈的孩子肯定不简单,2019/7/29 22:08,275
4,C＋/ ①相比被盛赞的剧本，反倒是视觉形象的建构比较出乎我意料：莲-火-毽子（鳞片）-红莲的意象联结贯穿了全片，自细微琐屑至宏大奇观完成了完整回环而又颇具想象力的体系。②剧本其实有点过于依赖“孩童”人设，一方面助益了影片暗黑而又诙谐的混搭基调，另一方面也遮蔽了部分剧作上的仓促甚至让人物的成长显得不够充分（比如，“控制”的习得只是如此简单的事情吗？）。③导演对叙事时间的理解可能有些粗糙，连高潮戏一条线到一半时间停顿切到另一条线这样破坏节奏的小瑕疵都好几处。④至于大量不合时宜的笑料，让它们融入叙事的办法只有一个，就是添加让这些“异类”同样受到压抑的细节，而不是大大落落地丢包袱。,2019/7/18 21:56,249
4,刨去了哪吒自杀还父的情节，就抽去了哪吒故事的灵魂。我只能说，这是另一个故事，我只能说这个新的关于青春期的故事讲的不错，舞美、画工、形象设计都好。但，这是一部拍给80后的电影，为人父母的80后很爱看吧；养过利维坦式宝宝的80后很爱看吧；熟悉周星驰式喜剧的80后很爱看吧；把自己代入到李靖夫妇而非哪吒和敖丙的80后们很爱看吧。你们一定很爱看，因为你们已经不再是曾经那个哪吒，而是守着工资的总兵咯。一言以蔽之，这不是哪吒的故事，但不妨碍是另一个讲的还算不错的故事。片尾曲的歌也不错。值得票价，就是我全程到目前都醉着。,2019/7/28 1:13,262
4,跟“哪吒闹海”相比格局太小了，得了狂暴症的哪吒也不太讨喜。但创意和细节都值得嘉奖，还有N多熟悉的家乡元素。让封神宇宙来得更猛烈些吧！（这版的李靖我可以…）,2019/8/23 18:05,181
5,这是导演的动画长片处女作啊！,2019/7/28 0:10,258
4,童年时期，最难忘的一个画面就是哪吒自刎！这么多年过去了，又看到了一个看起来丑爆丑爆的哪吒。故事在原作基础上做了颠覆性改编，面子上不必多说，里子中关于父爱的感动，自我认知的成长，世俗偏见的以及反叛意识，都值得称道。还有很多现代化元素的融合也别有趣味！自来水安利，去看就对了…,2019/7/13 17:48,448
4,徐克+周星驰，精准复刻。,2019/7/26 21:17,88
4,这才是暑期电影应该有的样子，不闹海的哪吒，是文本与技术双成熟的华语动画。故事流畅、角色生动，虽然魔改，但整体路线还是以脍炙人口的大闹陈塘关故事为基础，且更符合当下文化价值。观感体验与大圣归来很像，笑料与热血并举。设定方面除了哪吒三件套外，山河社稷图、混元珠等设定都是源自封神的噱头，也有小云云、结界兄弟等可爱的原创角色。只可惜结尾大战意犹未尽，不算过瘾。至于画面嘛，制作水平早就不是华语动画的掣肘了，这部更是有着美观造型和时髦特效的视觉大餐,2019/7/19 12:29,299
4,3.5；较多低幼欢脱段子集合的表象并不能掩盖其悲剧的本质，越往后越动人，在改编原著的基础上，文本大刀阔斧地改变走向，奉献了一个在（国产）动画中难得一见具有邪气的魅力角色（取下乾坤圈，变身一刻堪称全片高光，碾压帅气敖丙）。善与恶，水与火，在充满偏见定论的二元世界，这两个承载了命运错弄的少年，最终以“我不信命”的信念发出天问，完满开启「封神」宇宙，十分期待了。申公豹和龙族的命运也非常具有意味深长的寓意，并为丰富主题的完成提供富含信息量的支线提供。,2019/7/19 21:30,230
4,用周星驰的元素做中国式的幻想喜剧3DCG动画电影，这样的模板，确实是个可复刻的方向……,2019/7/17 22:42,131
5,哪吒就是那种看完了刷评论压根不会点开差评去读的片子，一定要看IMAX。,2019/7/23 22:33,279
5,这个夏天一定会爆！以大家对大圣大鱼和白蛇的热情，这部国漫在完成度上圆满完成期待。第一次有了看好莱坞动画的流畅感和毫无尿点以及满满泪点，实在太不容易了。这次的剧本创作、节奏把握、主题升华、人物设定、视觉特效、巧妙笑点，皆弥补之前的种种短板，毫不夸张的说是一部集大成之作。期待暑期档刷爆豆瓣和朋友圈,2019/7/17 21:56,178
4,少年的你，有个小小的愿望，愿风雨云中，刀背藏身，一秒钟行八百里，刺破六欲天,2019/7/18 22:45,63
4,三幕设计和人物刻画比这几年漫威好看多了，完全是可以卖到全世界商业片。既然是就着好莱坞做的，我们就用好莱坞标准来评。,2019/7/30 2:26,51
4,可圈可点，可圈可点。 看的时候会默认四十年前的经典《哪吒闹海》的剧情走向，看着看着发现本片完全没有照搬原来的故事，而是完完全全讲了一个新故事，并且不再是个人英雄独角戏，而是成功塑造了四个主要角色，这一点太赞了。而要批评的则是开篇半小时打诨插科的小把戏太多了，可这毕竟是个叙事性的神话正剧，不是《马达加斯加》或者《玩具总动员》，所以分全扣在这里。另外，技术上还有待赶英超美。 顺便看到有人拿《哪吒闹海》对比，认为本片不如旧作的，我必须指出一个基本事实：《哪吒闹海》没有传说中那么好。它是文革结束后美影厂赶工出来的作品，技术上已经有各种不足；更致命的是它跟那个时代的很多电影一样，带着过度的政治隐喻，四海龙王就是四人帮，当无论左还是右的意识形态的灌输盖过了故事本身时，就很难做出好作品了。【佛永润广正佳】,2019/7/28 22:16,55
5,很像1970年之后的中国威胁论（魔童）、89年联合国制裁（关到死）、2001入世腾飞（当妖怪给他们瞧瞧） 和 2018年的中美贸易摩擦、华为事件（若命运不公斗到底）！2019最强国漫没有之一！！！,2019/7/19 13:54,159
4,人物设计父母的那个眼睛，有点让人发毛！反派师傅那个造型好像木兰里面那个太监哦！动作设计好棒好棒！最后高潮部分有一点点的拖沓，不过整体真的很让人惊喜了！我们小县城的电影院里男女老少哭得稀里哗啦的，没办法我们乡下人就是这么sentimental..... 最后，真的，好希望，自己小时候，学会，踢毽子，啊！可惜很遗憾我点开的是跳牛皮筋的科技树，后悔！,2019/7/30 23:21,46
5,无疑，这是今年暑期唯一的爆款+黑马。 哪吒和敖丙的友谊，努力过，彼此成就过，此情有憾，然无对错，往后各生欢喜。哪吒和父母之间，同行半路，一别两宽，余生漫漫，依然亲情守候。,2019/7/28 20:41,80
4,有些人一谈中国电影就扯立意扯逻辑，谈漫威的时候标准就降到爆米花电影。,2019/7/27 11:41,113
4,原版的哪吒是最道系的神话人物——不受半点委屈不着半点羁绊，宁可剃骨削肉也不违本心。其间之血腥极端背伦，同他清纯稚弱的外貌形成极致对照，在封神榜一众妖仙之中也是最cult的。当然，这种无君无父的故事现在不许拍了。然而鬼娃恰奇的脸和“我命由我不由天”的正能量并不能补足莲蓬里的窟窿。说好听是符合流行，说难听就是俗气。跟我记忆里的哪吒落差未免太大。感觉是用他的身世设定讲了个别人的故事。好在故事本身，除去个别屎尿屁掏裤裆的梗低级且不知所谓之外，整体还是流畅的。制作也非常用心。远高出了国产动画的平均线。,2019/7/29 18:44,62
5,做预告片的人可以开除了。以前看电影的时候，很激动，眼里含泪打转。这一次，我靠，眼泪流到脖子那儿了，没赶上截住。不过这片也有几段很差的，瑕不掩瑜,2019/7/14 17:36,135
4,中国动画缺的不是技术，是故事，和讲好故事的能力。在故事的完成度之余，还有一定的深度。最难能可贵的是，哪吒是个反传统的英雄，他天生反骨叛逆又肩负重任，他是不被认同的异类，在戏谑的打发愁苦之后，迎来最终的爆发，切切实实的感动。李靖也一直教育儿子哪吒，不要在意他人的眼光，要做自己想做的人，不要轻言放弃，包括在生日宴上对儿子说的一番话，一个不善言辞却一直包容理解儿子的父亲形象就油然而生了。要说教育和父子情，吊打隔壁《银河补习班》。,2019/7/18 23:12,203
4,二刷完毕，确定是我本月甚至今年的惊喜之作。妇孺皆知的“哪吒”神话传说在这里被重新解构，整体的故事完成度很高，这很难能可贵，辅以更具观赏性的喜剧元素，让整部片子的娱乐观赏性提升不少。,2019/7/20 20:27,80
4,光线点映。冷不防看第一支预告确实有点挑战审美，不过看完就会完全爱上这个古灵精怪的混世小魔王，是当下流行的丧燃款。外表邪魅狂狷烟熏妆，内心是个单纯善良的小孩，好面子装酷很可爱。饺子是学医的，一点点自学成动画导演，了不起。主创说这片并没有花很多钱，请不起一流特效公司，就找了一堆二流三流小公司磕了好几年。画面比大圣精细，前半段笑点密集，哪吒无敌破坏王状态、四个人追逐打斗长镜头很精彩，密码指纹解锁、坐骑放映机猪、山河社稷图、指点江山笔、三维弹球有很想象力。父爱、母爱、师恩、和基友敖丙亦敌亦友等人物关系也都刻画得比较充分。哪吒要拍成三部曲，明年还有姜子牙，期待上古版复联,2019/7/13 15:15,161
4,非常完美了，角色的设定和特效终于完全达到了国际水准，对情节的改编也很合理，无疑值得赞叹，强烈推荐去电影院看。但缺点也很明显，就在于这巧妙的改编本身，因为它最终完全消解了哪吒作为一名逆子英雄的强烈悲剧性，他终于还是被驯服于“伦理”了，所以这又真的是一个“哪吒”的故事吗？不，这只是一个正能量统御天地的故事。,2019/7/19 20:28,83
4,我命由人不由天，谁不会为之泪奔呢,2019/7/21 18:47,34
4,这件万龙甲啊，太沉重了。敖丙带着全体龙族的希望，义字当先就这样冲进天劫了，最后只剩一缕小烟魂。实名请求封神宇宙给我龙族一个好结局，别再虐了。个人感觉龙族副线比主线更出彩。加油啊，封神宇宙。,2019/8/7 3:51,46
5,身份认同长久以来被父权社会描述成无病呻吟的小事，不成体统的歪道；从前的哪吒们，动仄削骨还父削肉还母，投胎再造是他们逃离家庭歧视和社会指摘重获自由的唯一方法； 如果明天，我们每个人都可能是被主流价值观霸凌的没有三头六臂的哪吒；那么今天，我们还要不要作嘲笑一切“怪物”的庸人，镇压一切“妖孽”的玲珑塔呢？,2019/7/24 0:19,61
5,说烂片预订那大叔，动漫非得拍给小孩看？你不接受设定别代表大家，还有哪吒啥货色但绝不是你想的那种设定，好好多读书，再回去好好琢磨下封神。 观后:吹爆这片，今年最佳国漫。,2019/7/19 21:14,352
5,终于打破了《大圣》《白蛇》拘泥于“为国风而国风”的短板，硬件条件满足的情况下专注于塑造人物性格和“逆天改命”的全民情绪点，是近几年《封神》IP改编最满意的一次，《悟空传》请你过来看看人家是怎么拍的。另外哪吒身上看到了漩涡鸣人的影子，不知饺子导演是否也是《火影》迷呢？,2019/7/20 22:25,78
5,主创有才华，陈词滥调的神话故事也能拍的圆润饱满，有血有肉；导演没审美，再多投资，再好的题材，再大牌的明星资源，拍出来也让人皱眉，只能靠着争议性，话题性哄骗观众的钱，然后安慰自己，赚到就是成功的。万马齐喑究可哀，中国一直不缺有才华有实力有心思的创作者，缺的是机会，是社会资源的不公平分配。,2019/7/20 20:13,63
4,避重就轻间完成了从“父母皆祸害”到“历史进程靠个人奋斗”的温和改良，将哪吒原有的玉石俱焚般的刚烈变成了更符合广泛受众的取向；广泛地吸取了欧美动画长片的剧作模式和无厘头的幽默节点设置，大量的小聪明聚合体。,2019/8/10 17:21,24
5,火然，意思是要火的样子。比大圣厉害多了。冰与火。不虐(让再长大点再来虐吧，先美好童年先)，从头笑到彩蛋，踢毽子感人。丑萌喜欢。坐等好影院屏幕二刷。3D记得带上眼镜儿~火，火个小哪吒吧,2019/7/14 17:33,503
5,比白蛇缘起更成熟，国漫又进步了！！！又燃又有内核，打戏，画面，人物表情，人物性格的塑造和心理建设，都堪称完美。 “是魔是仙，我自己说了才算。”“我命由我不由天” “若命运不公，就和它斗到底!” 天生倔强，打破成见，这，就是哪吒！,2019/7/20 21:22,415
5,敖丙好帅好苏啊……我对这种类型的男二简直无法抵抗……,2019/8/2 0:45,36
4,故事讲得很出彩，实现得也很好。但有一些对白好像刻意的降低了品质感，我觉得不必要。总之加油。,2019/7/27 22:22,24
4,在重庆的影院 人们随着太乙真人的四川普通话哈哈大笑 这样就很好啦 （当然我还是更喜欢经典版本的哪吒 那才是“我不连累你”和“不认命”的真正模样 在我心里 哪吒和大圣是比哈姆雷特还伟大的悲剧形象,2019/7/27 23:54,33
4,熊孩子恐惧症患者慎入,2019/7/19 23:48,36
4,戏说不是胡说，改编不是乱编。动作打斗行云流水一气呵成，技术层面也几乎无可挑剔，最主要的是这次的故事比之前的几部国产动漫都扎实了不少，没有糊弄观众。对权利的解构和重塑，阴阳善恶双生双克的设定，以及对“宿命论”的彻底颠覆，这跟《悟空传》里的空喊口号又不一样，笑点燃点都抛得恰到好处，对于人物性格和神态的塑造也十分得体且合乎情境。很乐于见到华语电影人/动画人对“封神”这个奇幻大IP下手，恭喜彩条屋终于硬气了一回。三星半，加半星鼓励。,2019/7/17 22:57,47
5,十星！！！！都去看好吗！！！！！！（喊到破音！！！）,2019/7/21 17:37,34
5,太棒了👏有智商 有逻辑 有意思 希望票房大爆！改编的颠覆又相当合理，冲突和感情都不平面，感觉很多部分有漫威的影子。,2019/7/14 17:25,64
4,很成熟很好看的作品啊。美术，制作，人物塑造我都很喜欢。,2019/7/21 21:18,60
4,三星剧情，五星的制作。四星平均。 我非常非常反感最后一幕所有百姓跪在地上的情节，让我想起美恐 cult那一部，制造恐怖，然后制服它，大众归顺与你。 比美恐更甚的是，这一部居然大众还下跪了。服了。,2019/8/27 23:41,24
4,三星，前半段三星，后半段四星。,2019/7/21 20:40,19
4,技术完美。但我觉得“哪吒”是一个“我不要”“还给你”的人物，而不是吒儿这样和解、回归、圆满的角色……,2019/7/23 21:02,34
4,再一次警告中国电影人，不准这样做电影了！不然还得花电影票钱！不可以！要坚持做烂片，不要又逼我花钱走进电影院！,2019/8/2 20:51,26
5,我一直觉得中国古代神话能称得上传奇的只有两个人物 一是猴子 一是哪吒 百世蕴灵育出只石猴 大闹天宫腾云驾雾 三年怀胎生了个哪吒 东海屠龙翻江倒海 可以说 除了这两人 没人再能当得起离经放纵四个字的 但称得上悲剧的 约摸也只有这两个 一个五行山下压五百年 揭了封印 戴上金箍无悲无喜 拜佛西天 唤孙悟空 一个削肉还母剔骨还父 塑了莲身 站上火轮无怨无恨 封神南门 号三太子 这尘世最擅长的事 大抵就是抹杀疏狂者的落拓 磨平豪纵者的傲骨 斩灭叛世者的孤妄,2019/7/25 9:28,51
5,此评价代表一位刚陪一位沉迷西游记数月的五龄童看完电影的老父亲的感受。孩子笑得开心，为父老泪纵横。,2019/7/26 14:55,61
4,自古红蓝出CP！虽然对“我命由我不由天”这种主题还蛮疲劳的~｜电审动字［2019］018号,2019/7/14 18:05,43
4,还行吧，作为最后一批豆瓣观看了本片的观众，谈谈这部电影优点缺点，本电影最大的优点就是颠覆，颠覆以前所有神话故事和电视剧的人物形象，以前的国产剧讲究好人没理由的好，坏人没理由的坏，这部看完给我最大的感触是敖丙反而是全片最正常的人？一个有血有肉的高富帅，敖丙拿的不是小龙女的剧本吗？缺点也很明显，主角一家很欠揍，哪吒有点像戴着大金链的东北小混混，没脑子、喜欢讲义气、爱面子、别人说啥他信啥，一言不合就干架，自暴自弃的病秧子。而哪吒的父亲本片感觉非常的阴森诡异，表面上正人君子作风，实际一股搅屎棍的作用。太乙真人则成了猪八戒人设，总之猪八戒什么性格无缝对接就完事了，申公豹则成了屌丝逆袭遇到社会不公的悲情人物。我看完一度怀疑这部电影的真正主角是敖丙！另外的缺点是笑点太尴尬，求国产动画不要再追求屎尿屁了。,2019/9/7 1:49,16
4,好的，说实话我认为是过誉了,2021/1/7 0:01,29
4,其實是兩個小孩為長輩贖罪的故事。哪吒困境的本質是「被誤解」，這開始於太乙真人的疏忽，又因父母無瑕陪伴，哪吒被強化為缺愛的怪獸。後來父母用「善意的謊言」，擅自作主延緩危機的到來，但哪吒始終需要獨自面對百姓的敵意。敖丙，則生來就被當作機器來培養，目的在於提升父輩的階級，完成師傅的權力翻轉，他變得如同修道士般禁慾（甚至還說出了「懺悔吧」這樣基督教意味的台詞）。很奇怪，哪吒得知真相後，瞬間就通曉了大道理，譬如「命運」和「自我」之類，拯救了全部人之餘，也寬恕了父母，背後道理類似中國家庭的哲學：只要子女成了功，什麼都好說，所有怨恨都可以一筆勾銷。,2019/8/2 16:50,14
4,很娴熟的商业片，反面人物的塑造也细腻丰满，很难得。鸡蛋里挑骨头：动作场面过多了些，看着累，周星驰式的悲情喜剧元素太老套，核心价值观延续大圣归来，略显简单生硬。,2019/7/28 15:53,18
5,看哭了呀。。。期待“封神宇宙”（真的有吗？）,2019/7/25 10:48,40
4,不太喜欢这部戏里太乙真人的设定，低俗梗比谐音梗还要扣钱。打斗场面很加分，终于不是一个大招打赢boss的局了。只是那盘在一根根柱子上的龙，天庭怎么就这么理直气壮让他们数年如一日地在不见天日的地方镇压坏蛋啊，能不能轮个岗…,2019/7/22 23:07,24
4,所以最后龙族怎么样了？,2019/8/11 22:20,15
4,非常不错，但不如大圣归来。我更喜欢白蛇缘起,2019/7/20 19:19,25
4,3.5/5。很有意思，“改剧本”成为银幕内外双重的指涉，哪吒的典故被注入邪、丧、敏感的人格特质，对新的观众重塑新的神话偶像，类似漫威雷神之于索尔。有个时刻我认为要向父权开炮了，但没有，和白蛇一样，调转枪口，对准“愚民”的成见，权力是隐含在人情关系中的，是亲情和友情，成为赋予情节合法性的动力，真心为你，让“不认命”的燃，在中国式权力语境内，有了悲壮的内核。尽管有诸多超英片的影子，但高水准的制作（神笔马良式的奇观，还是运动主观镜头），让人感到年轻创作的商业野心，就能用网游画风做出A级效果，包括插科打诨和彩蛋。,2019/7/21 20:11,14
4,2025.01.31 非常不落俗套。印象很深刻的是哪吒从脖子上解下乾坤圈却又戴在手臂上，说 不然会失去意识的——成长中一个重要功课就是学会克制和自我约束。,2025/1/31 15:51,30
4,仇父的哪吒终于被父爱感召，找到了自己。爸爸去哪儿？爸爸归来。真是时代写照。唯一打动我的细节是，群龙抠下身上的鳞片，带着血，交给敖丙，做成一件华丽的衣服。这是凤凰男的痛——举家亲戚每人抠出一点血汗钱，给敖丙在北京凑个房子的首付。这是我们这个时代的故事。,2019/8/10 13:46,11
4,其实够不到四星，但它在完成度和视觉想象力的基础上相比之前几部高口碑国产动画都更有主题深度，但又有所顾忌，既不愿意一黑到底，也想不出情节做升华性的诠释，编不下去了就把最内核的价值冲突留到彩蛋里甩给下一部，结尾则利用共情过渡到主流价值完成和解。喜剧思维也过于低级。,2019/7/17 22:21,24
5,虽然还是更喜欢大护法，但哪吒哥哥我也愿意嫁！（滚！）可惜少年哪吒出场太短了，圆滚滚魔童总让我脑补彭昱畅（？？？）。好开心是带着爸妈看的，这个投票好值得，而且爸妈也很喜欢，做得这么好，妈妈都惊了，结束后我说，赶紧卖去国外吧！也很感动看到所有创作者来自全国各个动画公司，北上广深南京苏州长春成都……在今天京阿尼事件让人悲伤的时候，好想带着眼泪地说，地球上喜欢二次元的人们啊，联合起来！,2019/7/18 21:07,30
