rating,comment,time,votes
4,贴合时代背景，幽默的片段的确能够吸引娱乐时代大众审美；总的来说：不管从特效，人物设定，造型设计，还是台词，配音演员的表现都值得一看，这是一个好的开始，或者说国漫已经在路上了,2025/1/29 11:28,5042
5,这一次哪吒要闹翻四海，实在是太帅了，制作水平只会比上一部更赞！我真的要重新定义这部动画电影了，这就是超级大片呀！,2025/1/29 11:34,5526
4,能不能别放3D版本。,2025/1/29 11:30,2324
4,这才是真正的封神榜吧。政治明喻的内核剑指东方厚黑智慧。作为正统权力的“阐教”如何通过资源分配和政治运作铲除异己，所谓的“天理”都是权谋的包装，本质还是抢夺政治资源。相对应的，边缘化的神魔群体因未能结成坚固的政治同盟而内部分崩离析，最终还是靠两位主角的粘合剂完成了对“顺天应人”霸权的反叛。很好的一点是把家族矛盾和政治矛盾编织进了同一个叙事架构里（龙族），对东方式以宗亲血缘为纽带的权力分配体系有一定的映射。画面精致，镜头设计有思考，动作场面大多时候很漫威，高潮很热血日漫，展现出非常成熟的动画工业制作水平。有萌物有情感有画面有爽感，信息量在线，剧作扎实，还能看到一些更本土的文化解读，用商业逻辑来评判挺优秀的。btw我需要立刻知道结界兽土拨鼠周边的购买🔗和东海龙王的联系方式^ ^,2025/1/29 21:35,2135
5,吒儿的暴脾气一半是继承他老娘的，一半是被他师傅逼出来的，魔丸只是负责给他上个眼影。,2025/1/29 11:44,3900
5,不太理解打一星的，就算喜好不同也不至于,2025/1/30 1:03,2334
4,说实话，我没有看出评论区里各个所谓的卖腐、辱女和登味，评论区如此上纲上线的言论不敢苟同。当然缺点也是很明显的，例如第一部的搞笑桥段强行延用到第二部，高潮冲鼎与第一季扛天劫的高度相似性，喊口号就能赢不顾任何逻辑的强行热血等等。 但是总体也是瑕不掩瑜，技术力，抖包袱等等也是大幅提升。,2025/1/29 23:53,1699
4,1. 世上只有妈妈好 2. 自古红蓝是cp 海尔兄弟最无敌 3. 只要全世界的海鲜们联合起来,2025/1/29 16:27,1303
1,流传了上千年的传统故事，被胡编乱造。加入低俗的台词和尴尬的笑料,2025/1/29 11:57,8739
3,为啥总爱献祭女人？爸爸不能跟着妈妈一起死吗？而且老婆死了李靖好像一点感觉也没有😅😅,2025/1/31 22:25,4162
4,承认很厉害，但说实话希望女性角色不再是推动剧情的NPC,2025/1/31 0:02,1375
3,对比第一部，剧本写得和屎一样，莫名其妙,2025/1/29 11:32,4279
5,中国人有共同集体记忆的神话传说一定会提到哪吒闹海，所以春节看哪吒也是属于中国人自己的仪式感！延续第一部的优秀人设，第二部每个人物形象依旧很饱满，龙爸龙姑都好美！不过我还是最爱哪吒，他对于身份的自我认同与他的觉醒程度正相关的，让人觉得充满力量，一声声发问和呐喊震耳欲聋！真棒！2025用好电影开个好年！,2025/1/29 11:30,7251
3,超雄小孩一命通关……双主角从头到尾认知都没有成长。反而申公豹和小豹子还不错。PS：踩坏女角色裙子、往她脸上喷水作为笑点很low，只有母职才是正派女角色🙄,2025/1/30 14:30,3814
3,故事情节就像每个人物都在秀自己的能力，小朋友看得比较开心，美术大场景有不错的画面。2D效果比3D好👌,2025/1/29 11:47,3
3,三组家庭的父慈子孝，献祭母亲完成的能力觉醒，给我看笑了,2025/1/29 21:47,2567
1,材质光照很好，可惜糟蹋了一群优秀数字艺术家的成果。国漫创作者们的油腻，中二，男权，低俗，自以为是，大义禀然，可以跟中年周杰伦惺惺相惜。以后看见饺子就要绕道走。,2025/1/29 12:42,6735
3,一个没有姓名的女人被献祭了，你哭了；一些莫名其妙的政治隐喻像儿戏一样被呈现，你燃了；一堆页游特效和融梗造型设计被堂而皇之地拿来主义，它卖爆了。,2025/2/1 22:40,1881
1,申公豹的爸是闪电侠😅,2025/1/29 12:33,2828
5,这一次哪吒要闹翻四海，实在是太帅了，制作水平只会比上一部更赞！我真的要重新定义这部动画电影了，这就是超级大片呀！,2025/1/29 11:34,5526
5,吒儿的暴脾气一半是继承他老娘的，一半是被他师傅逼出来的，魔丸只是负责给他上个眼影。,2025/1/29 11:44,3900
2,初一看到哪吒对着父母哭喊对不起就是我渡的第一劫,2025/1/29 17:03,4704
1,哈哈哈哈哈哈这种片被捧成国漫之光，而真正的国漫之光，弘扬传统文化，剧情，蒙太奇，音乐，镜头样样接近完美的国漫被骂成“RH”，票房过不了亿。应该都知道说的哪个。,2025/1/29 16:47,2583
4,还行吧，春节档最优。但我还是不太喜欢写死苦情母亲就为了给耀祖一个变身的动力源🤦,2025/2/1 1:07,980
5,不太理解打一星的，就算喜好不同也不至于,2025/1/30 1:03,2334
3,男士们看好东西有多难受，我看母亲变仙丹、big mom式石矶娘娘、被踩坏裙子被喷水花妆的鹤童就有多难受。电影本身特效、音效、视效都无可指摘甚至摸到了行业顶尖，内容却没有1吸引人了，或者说我命由我不由天这种命题一次就腻了，所以哪吒和敖丙牵手等等对手戏就必须变多来留住一些粉丝。,2025/1/31 0:02,2145
2,饺子，回家吧好不好回家吧。我就想不明白了，你们男的一个个的对爹有什么执念？哪吒一个反抗父权剔骨还父的形象被你写成了大孝子，我请问呢？有事吗？大家喜欢哪吒是因为他孝顺吗？把核心都抛弃了就别蹭哪吒了行吗？哪吒从书里爬出来都要扇你两个大耳光。爹爹道道的戏份真的看够了，哪吒爹敖丙爹申公豹爹，我真的不想再看见爹和儿的故事了，已经看得快吐了。不认可哪吒的核心就求你写个原创行吗？你就不想知道你这平庸无聊的故事如果和哪吒没关系会有多少人想看吗？哦，你不想知道，你只知道赚钱。还有，我知道你这位忠实的父权拥护者是一定看不上且鄙夷男男的，那您就别卖了好吗？有些同人女也是不挑，人家男的上完桌，给你留了些残羹剩饭，你边嚼边说好吃，没话说。,2025/1/31 0:40,3950
5,中国传统神话故事需要在创新中传承，哪吒系列就是一个好案例。哪吒本来就是我很喜欢的一个神话人物，他与悟空极为相似，这二者之所以能让人们代代相传反复改编成影视、游戏，就是因为他们有着打破刻板印象、打破世俗规训的反叛精神。很喜欢电影里的台词“小爷是魔，那又如何”，延续了这个IP的最重要的核心“不认命”，老子就是要跟天斗跟地斗跟命运斗到底。当拥有的被剥夺，那就奋起反抗，“我活不活无所谓”，有种“宁为玉碎，不为瓦全”的悲壮。哪吒誓死不从、逆天改命，大部分进步都是从“不盲从、不认命”开始，我偏要走出自己的路，步履不停，便是自救之法。,2025/1/29 11:50,3017
5,申公豹视角get:有自己的脑子是一件多么值得庆幸的事,2025/1/30 17:48,1244
3,7.0/仍然是属于男性的叙事。所谓“反抗父权”，不过是被压迫的男性去革旧爹的命，再继续成为新爹。哪吒能逆天改命，也只因为他是拥有绝对力量的魔丸，才有资格说什么“王侯将相宁有种乎”。/女性角色仍然可悲，仙鹤裙子被撕，男人怒了就找个女妖打一顿，最后牺牲的只有妈妈，fine🤗/以及为什么不革亲爹的命，这里面父亲形象塑造的都太美化了，我还是想看那个“爹爹，你的骨肉我还给你”的哪吒。/权斗很精彩，感觉天宫升仙就如考公，我只看到了有关系的哪吒轻松得仙牌，没有权势的申公豹家说被杀就杀，底层的小妖和人类更是贱如蝼蚁，受够了上层打架下层陪葬的叙事。/动画效果加分，天庭和龙族是真的帅。。。,2025/1/30 14:32,1697
1,这电影太登了，除了哪吒大家都没妈。也都没长嘴，就是误会误会误会，不知道在燃什么。最离谱的是制作组的恶趣味，有些情节真的太恶心了吧，谁大过年的想看别人吃呕吐物啊。 记录一下，竟然有人看到这条评论私信骂我？啊？这么脆弱吗？平a你就放大招？,2025/1/29 21:12,2647
3,有顶级美术和特效却没有优秀文本承托的电影。 台词不接地气，笑话或低俗或突兀，剧情之间衔接不够，形成割裂。内核更陈旧肤浅，摆脱不了父慈子孝、宏大集体主义的戏码，无法跟原版哪吒削肉剔骨的反父权精神比拟，所谓反强权反阶级叙事是靠异常直白简单的正邪对立来塑造的，套了一个身份的矛盾而已，并且在这个对立中又堆叠出集体主义。最肤浅到可笑的是天天挂在嘴上的反抗命运，不过靠响亮的大嗓门和天生自带的神力成就，驱动因子总是愤怒居多（人物已经扁平了），到头来一口少年热血也很落俗。 “若天地不容我，我就扭转乾坤，若没有路，我就踏出一条路”这种台词土得我印象深刻。 //竟然还有那么低级的政治隐喻，和美国相关的就可以让网友过一把民族情绪高潮瘾了，此地吹这个二流导演倒也不惊讶，不能睁眼看看世界只会觉得这样的电影是天花板咯。,2025/1/29 23:21,1449
4,一星扣给低俗不好笑的捉弄女性片段,2025/2/1 22:48,691
3,好燃不知道在燃什么 但是确实很燃 但是确实不知道在燃什么,2025/2/4 17:14,674
3,陈塘关就这么被屠城了…但好像无人在意。所有生灵的死都只是主角燃烧的催化剂，燃尽了也就什么都没有了。,2025/2/8 17:30,516
1,谁能想短短几年时间对男导演的要求已经从不男凝不虐女降级到不要随地小便了，这世界是一个巨大的男宝尿壶，你们男人还是“至死是少年”吧，儿童污言秽语敏感期是3-6岁过了这个年纪还走不出来宝爸宝妈就该带孩子看看了，中国电影供给侧和需求侧双向奔赴祝99,2025/2/4 13:28,1061
4,陈塘关百姓无人在意,2025/2/7 1:30,330
3,真的太冗长了…以及这部里的哪吒本人一点都没有人物魅力是可以说的吗…,2025/2/6 1:30,591
5,太帅了啊啊啊啊啊啊啊啊啊！！！！！东海龙王太帅了！！！！！！,2025/1/29 11:29,2626
4,精彩（我有一个不适的点：就是哪吒踩鹤童衣服那下 不喜欢这种笑点）,2025/2/4 1:14,298
3,6.5/10，编剧给美术磕个头吧。那么多的误会硬是没人开口说话，就en打。战力设定成谜。在脱离了剔骨还父割肉还母的反孝后，哪吒做事的动机根本没有解释，跟把枪似的人指哪打哪，完全是意气用事三岁顽童，无法让人共情。说着“我命由我不由天”，“我的命”到底是什么？完全没解释。敖丙像个漂亮能打的花瓶，除了是南通和别的摆设女主有什么区别？世道混乱，好像只有强者能活下来，那哪吒为什么强呢？天生的。别太好笑了。阐教弟子和妖族大战时候像一金一黑两股水流冲撞在一起，血肉喷溅出来，我只觉得毛骨悚然。因为这其中的一滴水，和一个莫名被屠的陈塘关百姓，才更有可能是我。,2025/2/3 21:04,730
3,好棒的特效，好俗的剧本，好疯狂的大众。,2025/2/6 23:54,519
3,不如第一部，而且一股男人味：1.靠屎尿屁笑话组成笑点。2.石矶娘娘不仅被塑造成无脑爱美女还要跟镜子雌竞，鹤童被扯裙子那段并不觉得好笑。3.敖丙被削，变成母0。不懂是想麦麸还是想表现“男人的兄弟情”。4.打戏很多，但感觉拍得还不如唐探，一到打戏我就想玩手机。5.哪吒妈妈或者说李夫人有自己的名字吗？除了牺牲自己让哪吒爆发，煽情观众，她存在的意义是啥？太老套反而不真诚。,2025/2/2 19:44,831
4,喜欢第一部的观众，肯定也会喜欢第二部！上一部的优点都在，剧本的叙事节奏依旧是编剧教科书级别，饺子导演的分镜头设计依旧行云流水，完美地兼顾了喜剧元素和主题深刻。不得不夸这部电影的分镜头设计，动作场面太酷炫了，绝对能够代表目前国漫的最高水准，动作场面充满了天马行空的形象力。在上一部赚钱之后，这部的制作是肉眼可见的更加精良。片中的几组角色写得非常精彩，且耐人寻味，电影最后的价值输出依旧不走寻常路。上一次是“我命由我不由天”，这一次换成哪吒和敖丙这对cp大喊“若前方无路，我就踏出一条路，若天地不容，我就扭转这乾坤”，年轻就是热血，管他是魔是妖是仙，若这世道不公，干就完了！,2025/1/29 23:11,179
3,主题+编剧老套，永恒的母爱主题（换成台灯也未尝不可），看来天庭也是个草台班子，什么都发现不了，挺符合现实的哈,2025/1/29 11:46,1365
1,天元鼎千针万刺只怕那刺伤母亲的穿心咒语，玉虚宫千珍万宝只要帮敖丙塑身的玉液琼浆。昆仑道上凡人求访意图升仙，飞瀑峡边小妖修炼试图改命。眼盲之人识不得谁是保护自己的英雄，心盲之妖辨不出何为禁锢异族的锁铐。恨自己生来是妖魔，六星连珠时要换副面孔见兄长。却不知仙界无情，众生不过一枚丹药。,2025/1/30 13:26,278
3,这种庸俗之作能8.5分…你说全靠同行衬托？我说其实是真没救了…,2025/1/30 11:34,1238
3,为什么要写哪吒踩女性裙子和喝童子尿的情节呢？为什么要死母亲而不是父亲呢？隐藏不住的小爹情结。画面特效还不错，整体有点长了打来打去看累了，燃三次怎么都竭了。,2025/2/1 22:44,785
1,超绝厌女大片，父父子子，兄兄弟弟。反派女角色可以不美但要性感，还被导演xsr，正派女角色有且只有一个，美丽不性感，但是噶了。最好笑的是，在哪吒逝母前回闪里，李靖也没带过娃。,2025/1/31 0:09,1623
3,完整度是有的 但是………………怎么会吹得这么神。。。。。这个世界怎么了，。。。。。多么老套的叙世，多么屎尿屁的梗，多么爱喊装逼的口号，多么工具脸谱丑化的女性角色。。。龙王看着比敖丙还年轻，看得我眉头紧锁，不如打几把王者荣耀，反正看着都一样。。,2025/2/8 12:22,328
3,不知道为啥非得套哪吒的皮，跟哪吒基本没什么关系。屎尿屁笑话太多，还有女性角色被踩掉裙子这种恶俗笑话，石矶也被塑造成这个样子…最有血有肉的角色居然是申公豹,2025/2/1 14:14,699
2,不说一些恶臭的男宝撒尿、踩坏师姐裙子的屎尿屁情节，全片唯一一个正面女性角色是男主他妈，而且不出意外的紧要关头通过妈妈的牺牲激发男主的斗志，好好孝。我说每次镜头对准太乙肥头大耳的油腻脸庞都是对观众眼睛的一种摧残。另外情节来到深情款款展示父爱的时候我都怀疑导演不仅卖腐还恋父。最后大战的时候虾兵蟹将修仙弟子打作一团扑面而来的阳刚之气。,2025/1/29 18:48,4344
3,现在好了，全剧没一个妈了 确实如一个网友所说，完全消解了哪吒的弑父内核，重构成了经典的父父子子，男人的daddy issue可要严重多了。,2025/2/4 20:16,495
5,特效太牛了，太燃了，依然很搞笑，我们的吒儿瞬间长大，破茧成蝶，涅槃重生。,2025/1/29 11:47,2356
5,活该赚钱的水平,2025/1/29 18:59,983
2,非常非常不喜欢献祭母亲给耀祖开挂的情节。。,2025/1/29 23:25,3095
2,美术不错，但剧情老套庸俗，哪吒的造型要给龙珠打钱吗？踩师姐裙子师姐落荒而逃，凭什么女性角色裙子短了就要害羞逃跑？往女性角色脸上喷尿、石矶那段以雌竟和女性身材当笑料，低级过头。死娘不死爹，好事都让雄性占尽了，笑点也不及第一部，只能弄些low到爆的下流段子充数，无聊透顶。,2025/1/29 17:12,3259
5,家人们谁懂啊，敖丙也太适合当老婆了,2025/1/29 12:49,684
2,被豆瓣8.5的评分骗进影院。想麦麸挣同人女钱但放不下身段，高傲的中二登味。丑化、牺牲女性(踩女角色裙子走光、石矶娘娘面容丑陋却一心服美役、牺牲哪吒母亲，为什么不能是父亲？女性角色妆花……)哪吒，一个吃尽母体的自私超雄小孩罢了。他是魔他就反抗，他成仙他就无情杀妖，鞭子不打到自己身上不知道疼。一部无聊、笑点低俗(屎尿屁)、逻辑不清、迎合审美下行的幼儿动画。,2025/2/2 22:28,1493
1,这种片子怎么会这么高分……豆瓣是不是疯了,2025/1/31 19:49,1184
1,这样的电影还有第二部，真是中国电影的悲哀,2025/1/29 22:05,1124
2,现在小孩真惨吃这种东西。,2025/2/2 21:49,1261
2,三流起点男故事，母亲祭天法力无边，主角是超雄的，故事是麦麸的，笑点是屎尿屁的，跟哪吒没关系，特效不错，希望要点脸，别再消费哪吒这种经典美少年英雄形象了。。,2025/1/31 1:08,1463
2,在燃些什么？又在反抗什么？无量仙翁无法代表压迫哪吒/龙族的体系，甚至连阐教都代表不了，只是被抽空的单纯“坏人”，你都理解不了他的危机感来自于何处，看看装死的“师尊”，感觉第三部又要回到“大领导好，小领导坏”的老套路。哪吒的蜕变和成长始终被控制在安全区间内，他无需为陈塘关千万被屠灭的百姓负责，无需为那些被他抓去炼丹的妖族负责，无需为自己一时冲动击伤的友军负责，甚至他屡次“拼命”也无需付出任何代价。唯一真正牺牲的母亲只是观众的催泪弹，哪吒的变身器，是太过工具化太过陈旧的设计。,2025/2/2 21:02,845
3,跟我对1无感一样，2我也完全无感，但我觉得确实是一部合格的大制作。可你要说打动我？哎，它可能确实不长在我的审美点上。而且看的时候我一直在吐槽：哪吒啊哪吒，脑子是个好东西，咱是不是因为天生魔力值高所以武功也不需要脑子学，所以就靠怒火值搞定一切？而且母爱父爱啊什么的我觉得煽的有点廉价，你知道79年版哪吒闹海永恒经典在哪吗？在他剔骨还父、割肉还母。我不是你们期待中的孩子，那我就不做你们的孩子。不要拿这些来裹挟我。那才是反父权的经典。无可逾越。,2025/2/2 23:29,371
5,历史归根到底由血气方刚的年轻人书写。,2025/1/29 15:39,287
2,"到底是谁在夸？给吐槽哪吒的评论都狠狠点了赞,剧情毫无逻辑，一切只是为了打而打;人物扁平毫无张力，冲突产生都是因为性子太急话没说清楚;节奏太奇怪，从头打到尾还不是层层递进，大家都在一直看表;费尽心思逗人笑但是真的不好笑，尴尬的脚趾扣出玉虚宫。特效又不是没看过好的，如果它是国外电影看看豆瓣打几分。想到一张票60我就心痛，再想到它要成为影史第一我更为中国电影心痛。",2025/2/6 0:09,578
5,"所谓鬼才导演，就是在自己一个人花三年时间自学成才做出来一部冠名鬼才导演的《打,打个大西瓜》后，没有故步自封，而是死磕出来一部让世人惊艳的哪吒!希望饺子能愈发成为一个更好的饺子，作一个看起平淡无奇但里面的“陷”却依旧让人从心底欢喜的饺子!",2025/2/6 22:02,28
5,会吐小石子的石矶娘娘也太逗了,2025/1/29 22:30,222
4,为什么就母亲炼成丹了？母亲是让哪吒觉醒的工具人吗？,2025/2/3 21:56,63
5,不出意外的话 是春节档最佳,2025/1/29 17:00,278
4,帅还是帅的，但已经很难被这样的叙事触动了。全靠误会推进的剧情，煽情与燃点上的毫无节制，看完心生疲惫。,2025/1/30 21:59,122
4,客观来讲质量并不算非常出色，但这属实是村里唯一有点出息的孩子了,2025/2/9 22:30,54
4,爽文的终极形态，如果第一部是冒险故事，第二部就是魔幻史诗，场面相对第一部全面升级，天庭，龙族，陈塘关三方势力的争斗毁天灭地，剧情更是从反抗个人命运进阶为反抗天地规则，以哪吒为首的妖族剑指仙界，借主角之口说出直言“想改变世界”。饺子太懂观众嗨什么了，要特效，我给，要幽默，我给，要时代情绪，要现实生活里我们渴望拥有的傲骨与反抗，对既得利益者掀翻桌子的勇气，我都给。,2025/1/29 15:42,103
4,过年嘛，菜好吃，女人在厨房,2025/2/6 22:53,54
4,中心思想：年轻人的理想应该是改变世界，而不是考公上岸。,2025/2/4 12:55,64
4,喜剧部分几乎是失效的，但有趣的是，每一个包袱的抛出，都能引来全场小孩集体捧腹大笑。原因可能是，这些包袱虽然陈旧或幼稚，但对于新的脑袋来说可能刚刚好。,2025/2/3 1:31,67
4,前面铺垫不错，后面揭开真相有点白给，武打戏过多以至于有视觉疲劳，以及女的怎么又死了…整个春节档凑不了一个活下来的女人…,2025/2/7 1:45,49
4,看到抓土拨鼠的时候我就在想为啥要抓它们啊！看到最后更坚定了这个想法，人家土拨鼠好好干饭呢抓它们干啥！,2025/2/1 2:11,101
4,其实完全靠技术力，文本确实是少儿动画的水准,2025/2/6 23:19,54
5,村里出来的第一个大学生，带着弟弟的期待和家里的嘱托。 你说，为什么申公豹说他不喜欢吃这玩意，就喜欢自己练？ 你说，申正道看到阐教的旗子时想到了什么，宁愿自断左臂？,2025/2/2 0:19,65
4,我带入了陈塘关经受无妄之灾的普通人……,2025/2/3 23:24,74
5,第二部动画美学又一次升级，完全不负多年等待！比第一部更多地狱笑话和泪点，东海龙王和成年哪吒帅到炸裂，最后半小时一边哭一边惊赞，魔也有真心，仙亦有私欲，“以前年少无知！经过千年牢狱，才知这世间规则，由谁制定”，哪有什么名门正统，不过是看你站队那一边。中国神话创作永远取之不竭！,2025/1/29 15:20,427
5,拍得好成这样，让百年迪士尼像个笑话。,2025/2/4 11:45,85
5,敖光一出场 听取哇声一片,2025/1/31 13:15,120
4,这部片子差在煽情戏份多了些，哪吒母亲去世那一幕，可以简化，这样方便教育中国人看轻死亡，包括看淡上一辈对下一辈的奉献，因为道德包袱轻了，人性才能更自由地舒展。 好在对仙翁的黑化处理，终于有点智力输出的感觉了。仙翁就是政府高层，身边打手是政府暴力组织，仙丹是人民血汗钱，仙翁的暴力组织依赖压榨人民的血汗钱，获得自身地位的稳固。不出场的师傅当然是中央，永远不会犯错的存在。但政府里出反派，比如申公豹和太乙真人，一个拒绝黑化，一个拒绝白化，都相信内心神圣的选择，为此不惜放弃来自政府的钦定赏赐，是人性大于党性的象征。 结尾对青年人的祝福值得肯定，但依赖几个少年英雄肯定是不够的，应该有联合起来的暗示，就像东海龙王团结虾兵蟹将们一样反抗不公压迫，要的是一种对自由的渴望。,2025/2/3 11:06,38
4,其实比上一部要好，但屎尿屁玩笑和非得祭母才能起爆大号有点生理不适，明显看出来更有钱了，并且还是很有笑点的，希望下一部能更好！,2025/2/1 0:44,76
4,塑造最好的是申公豹一家。多重反转的爽文叙事，剧情节奏踩得很准，吃准了大众口味，票房口碑双丰收可以理解。屎尿屁烂梗虽奏效但可以花点心思换一换的。多对父慈子孝的人物关系哐哐滥用。这版石矶娘娘太太低级刻板了，登味尽显。,2025/2/1 20:03,62
5,100分！比第一部情感刻画更细腻了，当有上帝视角的我都以为是申公豹屠城的时候，第一部中“人心中的成见是一座大山”这句话完成了闭环,2025/2/1 9:20,96
5,这都能扯到不尊重女性上去 老子真是烦死这波人了 在现实生活中得是过得有多差 我只看到里面的女角色各赶各的美 第一部就觉得拿抓妈妈太飒了 这一部的鹤女 熬闰 美的惊艳,2025/2/3 9:20,113
4,刚看完，比几年前的第一部更好看！看至中段还只觉得是中规中矩的好看，没想到编剧一个反转大收网，不仅把所有的剧情线都圆回来了，故事深度也一下子从青少年热热闹闹打怪升级的冒险故事，变成了少年人面对复杂社会与幽微人性的成长之痛。风格上延续了第一部的幽默轻快与烟火气，但角色的立体度比前作更上一层楼，故事的线索也更为丰富，好几条线像小溪一样各自流淌，到快结尾处错落有致地汇聚成一片沛然的瀑布。最开始正派与反派还泾渭分明、仙妖殊途，看至尾声，只觉“各人的心机各自谋”，反派亦有动情时，仙家自有无情处，很喜欢哪吒在最后喊出的那句，什么仙与妖，不过是用来压制异族的手段罢了！而且，小孩看有小孩看的乐趣，大人看也能看到更多意味深长的东西（以及我看完最喜欢的角色竟然是申公豹，不多剧透，但申公豹这条故事线真的很精彩,2025/1/30 11:58,51
5,土拨鼠熬点汤吃吃饭惹谁了！已知全貌，天庭全责，将来三大反骨仔带上敖丙再翻一次天宫吧！,2025/2/2 16:47,63
5,乌尔善和这个一对比，真的是太显老了，审美、叙事、核心情感，全方位落后。江山早该易主，历史应该是年轻人续写,2025/1/31 23:49,85
4,故事内核仍然贯穿始终，我命由我不由天，只是这次是从个体转变为群体的叙事。不得不提配乐简直不得了，为本作品如虎添翼。在本片放入以往短片作品《打，打个大西瓜》的彩蛋，是意料之外。,2025/1/29 12:05,1579
4,不负六年时光！太顶了…故事技术全方位的强悍，资产总量爆炸，极其牛X的运算渲染能力！细节处理无敌，申公豹洗白成功度堪称商代斯内普…大起大落，所有矛盾铺陈水到渠成，身体力行证明什么是有效叙事，前一个小时的信息量大抵约等于两部封神2;从头至尾无冷场，几乎没有包袱掉地，虽然也有毛病但跟同档横向比较甚至可以忽略不计…,2025/1/29 12:24,248
5,整体还行，这才是神魔大战该有的水平，看看隔壁封神2都拍了个啥。,2025/1/30 14:28,91
4,好看，但是屎尿屁的梗怎么还在。。。有些笑点不好笑还很low。,2025/2/6 21:03,48
4,申公豹三代考公失败，黄子韬携手鹿晗大战树妖……,2025/2/5 18:29,48
4,敖丙进入了哪吒的身体…怎么不算灵肉合体呢…真是夫妻同心，其利断金…,2025/1/29 14:24,121
4,我可能是上了年纪了，只看出来了不同利益体的对立，可能是叙事的幽默，感觉各有各的理由。刚看完，打开豆瓣，看到一条热评：高层隐身，中层搞事，底层遭殃。非常认可，因为看的途中刚好遇到同类事件。,2025/2/7 17:26,45
4,石矶娘娘有什么错 她只是个爱美的小胖妞～,2025/2/4 17:48,38
4,谁能想到最鲜活的人设是申公豹…,2025/2/9 17:18,38
4,老爸老妈为什么能飞,2025/2/3 7:58,59
4,三星半吧，制作还是很不错的，剧情很好猜，可能是为了迎合小朋友，抠脚鼻涕呕吐物这些笑料直接到让我有点儿不适，另外不特指本片，母亲or女友死亡成就主角这种戏份能不能少些……陈塘关的百姓也是可怜，真是神仙打架凡人遭殃。PS有些友邻的五星人机评论都让我怀疑是不是卖号了,2025/2/3 5:27,84
