rating,comment,time,votes
3,TIFA姐姐真好玩，完……,2009/12/23 13:02,1
3,原本想四星 但是剧情看不懂 ~~~ 打斗精彩 ~~~,2012/11/19 20:26,1
3,技术流！,2013/1/18 12:08,1
3,除了画面就没了。。,2011/4/5 11:21,1
3,虽然战斗戏份很帅，但是很明显已经多到让人审美疲劳了。可以把最后的打斗压缩到二十分钟，或者是让动作戏份不要那么密集？我觉得前面一个小时的节奏是非常好的。,2022/10/3 9:45,0
3,说实话，看不来这种故事叙述方式，可能不是游戏党无法共鸣。我就是纯纯的胃了tifa来的。,2017/1/29 0:47,1
3,杀马特幻想,2019/6/21 11:50,1
3,n久n久的回忆,2019/7/14 11:56,2
3,当年非常非常火，为了看明白这片还去补了FF7相关剧情，就一部电影来说，完成度也就那样吧。,2019/7/11 2:25,2
3,只是感觉画面很华丽，打斗很激烈，故事情节反倒没那么吸引我。,2016/6/2 18:45,2
3,不了解背景，没看懂情节。画面不错,2010/6/16 12:56,1
3,没什么剧情，但太美了。,2010/1/6 0:17,1
3,扎克斯情结,2013/1/23 16:18,1
3,除了克勞德什麼都不記得了,2012/1/2 11:12,1
3,高中的时候很喜欢=ω=现在因为声控了 又看一遍...果然不太喜欢这样的设定呢...但是声音和人物美型啊~~尤其是蒂法百合花里战斗那场~~~尤菲如月也好喜欢=ω=,2011/6/18 13:49,1
3,画面真好,2010/2/26 22:33,1
3,满世界的美少年，对男猪脚无感。,2011/6/18 17:23,1
3,就是打打打 没啥剧情 不过光特效就够了,2016/9/17 1:23,1
3,CG确实不错！Fans向，沒看過前作，故無感。,2011/10/18 14:34,1
3,一般般啦。。。,2010/12/20 19:24,1
3,画面相当不错,2006/1/24 21:22,1
3,几年前看过但情节全忘了，本想再回顾一遍，结果才一小半就看不下去了，太扯了！动画制作得即使再精良也还是需要符合逻辑的故事情节作支撑啊。,2016/4/27 14:09,2
3,高清,2009/6/28 19:20,1
3,说实话我没看懂。真的。。。,2010/3/8 22:58,1
3,说实话，起码两颗星给的制作。我看不懂剧情。,2010/3/5 19:31,1
3,閃得太厲害,2007/4/6 0:10,1
3,真心无感……,2013/5/26 6:09,1
3,倒着看的。。,2007/8/1 23:21,1
3,偶像派 满足了青春时期对帅哥的幻想,2012/3/1 23:37,1
3,飘逸的男淫。,2011/7/29 23:55,1
3,其實是偽Sci-Fi啦~故弄玄虛的東西，當然了，很漂亮,2008/3/26 1:11,1
3,只记得摩托车很流逼。,2013/2/19 3:15,1
3,画面做得很棒，但故事在讲什么？,2016/7/10 12:51,2
3,这种非主流低幼片。,2011/7/9 15:18,1
3,对于没有玩过ff7的人来讲是完全看不懂的，惭愧。,2011/10/4 22:08,1
3,剧情不了解这个电影很难融入进去，话说我只玩过最终幻想Ⅲ、Ⅳ、Ⅷ、ⅩⅡ、水晶编年史。,2011/11/1 11:46,1
3,纯观赏画面了,2012/5/31 11:11,1
3,大一上学期看的,2008/7/17 1:59,1
3,女主角无比漂亮，画面质感无比强烈，剧情无比幼稚,2009/6/1 11:32,1
3,太fans向了,2016/6/12 18:40,2
3,装13装的太帅了！！尼玛cloud帅爆了！！！！,2012/1/30 13:37,1
3,记得中学美术课本上都介绍了这电影，这cg效果确实是不错，但是你如果没玩过游戏，或者没看过前几部，你就根本不知道这剧情讲什么了,2013/5/10 2:37,1
3,蒂法😭我的耶路撒冷,2022/9/29 23:03,0
3,三星给帅哥美女,2019/9/12 21:26,1
3,看过就算，太爱的人是脑残,2009/3/15 16:45,1
3,是被剧照里美丽的tifa jj还有万人迷克劳德吸引才看的。 过于炫，有些不知所云。。。本来只想给两星，如今这第三颗星就算是献给帅哥美女的吧,2009/2/21 19:54,1
3,纯CG，大一时在老潇的PSP上看的，效果倍儿棒，后来他PSP遗留火车上了,2012/6/3 9:20,1
3,"木有玩过ff7,看不懂。",2011/12/27 11:40,1
3,由于之前的从来没有看过，看不太懂,2016/4/2 23:34,2
3,我爱那把刀哈哈哈哈,2012/7/22 11:41,1
3,算是唯一一次看過種電玩的電影..還滿新鮮的.特效也不錯.不過劇情就還好!,2009/10/7 16:13,1
3,剧情已经完全不记得了，这种架空（胡编）的世界观根本无法自圆其说，就是提法打斗那一段还有印象,2019/8/23 23:41,0
3,画面不错 看完就忘,2008/7/18 10:44,1
3,单纯冲着CV去的，我承认FF系列越来越精致，但还是喜欢早期,2011/10/30 1:59,1
3,漫威在各种意义上都是玩剩下的呀。,2024/7/20 16:42,0
3,我没看懂，真没看懂,2010/1/28 22:58,1
3,~~~俊俏的reno,2009/10/7 16:14,1
3,个人不太喜欢这个世界观，可能因为我不是fans吧,2011/10/2 21:09,1
3,为嘛评分那么高啊真心不觉得怎么好看,2011/8/2 14:03,1
3,没玩过《最终幻想》果然看起来比较吃力，只能大概了解剧情。不过这画质真的就是CG级别的，场面壮观，打斗华丽，又有哪部动画能制作如此精细，真的是很用心献给fans的作品。,2013/6/15 14:16,1
3,"看得最艰难的一次.中断三次,花了一个月才有机会看完",2006/1/10 17:29,1
3,人物美型，剧情吐槽,2016/3/30 15:18,2
3,看了3天才看完，剧情真的让人昏昏欲睡，唯一能吹的特效和动画现在看来也就一般，打斗动作确实是那个时代的顶流，但是我总不能看到一辆100年前的美国造摩托车还要说，牛逼啊（我又不是100年前的国人）,2023/4/23 10:36,0
3,只记住了萨菲罗斯,2019/7/15 21:57,2
3,特效画面和配乐都很出色，不过对于没玩过游戏的观众来说，剧情有点难懂,2016/4/20 8:59,1
3,效果很炫，人物很美型，剧情很烂,2010/12/29 20:37,1
3,我只坚持了20分钟，华丽虽华丽，但剧情在哪里？,2013/7/6 8:44,1
3,又是一部过场动画电影。,2016/11/7 14:43,1
3,印象中，就是一群非主流很炫很炫的打来打去，在10年前算是很好的游戏CG。,2016/9/8 22:11,1
3,这部动画电影的特效和人物造型做的相当的了不起啊，一个个都是那么的英俊唯美，但故事剧情就稍微有点难懂额，有必要看看其他几部或者玩玩游戏了。,2012/6/27 12:12,1
3,05年的东西，就没什么可强求了,2017/3/12 12:22,1
3,太笨了 看不懂。。。画面赞一个,2008/10/30 1:35,1
3,打斗美，蒂法美，没了,2022/4/7 19:29,0
3,可能是没玩过游戏的关系吧,2010/4/20 11:44,1
3,很做作，畫面還不錯，人設也不錯，但是都有點做作了。劇情沒有中國奇幻那麼幼稚，但也沒有甚麼說得上好的地方。,2009/9/16 2:53,1
3,耍酷就俩字。,2010/3/10 0:23,1
3,#NAME?,2008/8/28 21:08,1
3,三星全部给画面,2013/8/24 0:18,1
3,剧情很弱。。画面不错。。。,2009/5/17 13:42,1
3,queering Nomura,2021/10/10 22:49,0
3,现在看就比较落后了 ⊙ω⊙,2019/5/30 20:55,0
3,最终装逼、杀马特幻想。我是伴随主机一路走来的迷友。这片子也没什么看不懂的。我就是不明白，这样装有意思吗？片子也没什么正经的剧情，照这个套路，FF7可以拍一百年... ...好吧，CG是不错... ...不过RPG我只认《女神侧身像》,2016/10/18 22:20,1
3,最爱tifa,2009/5/10 12:10,1
3,不是很喜欢这类型的，虽然同学都强力推荐,2011/12/16 20:20,1
3,没玩过游戏的估计不知道在说什么,2009/12/18 21:10,1
3,看老公打过这个游戏，也给他一起看过电影。二刷。说实话，没什么感觉。,2023/5/28 10:34,0
3,蒂法好帅,2014/10/19 20:38,1
3,克劳德帅锅,2012/10/18 19:50,1
3,冲着CG去看的,2009/10/5 15:07,1
3,除了画面，没有能对得起最终幻想名号的地方……,2010/5/14 18:38,1
3,N年前觉得大妈你谁啊，N年后觉得爱丽丝真是美若天仙，我的审美的而且确的发生了变化,2012/5/10 22:05,1
3,补,2022/5/7 21:38,0
3,CG一流，剧情没看懂……果然是没玩过游戏的人的宿命,2011/1/13 20:57,1
3,画面很美好~声优很美好~克劳德很帅~~但我心目中扎克斯才是第一~果然游戏版的结局才最有爱啊~,2011/8/31 20:27,1
3,这一部很无聊，打斗场面占了大部分，CG女主还真是性感，哈哈，技术肯定上乘，不过故事没意思。主角的胜利总是要靠信念，不然实力再大也发挥不出来，打败英雄的总是自己。,2017/3/29 16:36,1
3,稀里糊涂的就看完了。。。有剧情吗。。。,2013/6/5 0:59,1
3,一次不错的尝试。,2014/4/7 20:03,1
3,日本人的动画做的真牛拜。相对剧情我更喜欢设计,2011/9/13 13:23,1
3,男主好帅！！！！,2012/4/22 0:07,1
3,なんやかんや的在电视上又看了一遍，这次观后感是：想给除了光头墨镜哥以外所有人一人发一个发箍！全员！说真的你们不捉急么！！没有前髪世界是不会毁灭的真的！！,2012/3/27 1:55,1
3,kadaj是美人,2009/10/7 16:35,1
3,被逼着看的,2024/1/25 5:50,0
3,FF7经典的传承，洒狗血咯...,2009/1/8 15:07,1
3,装精比赛```,2010/1/2 14:46,1
3,中二装X时期的神作……现在看来也很厉害。,2020/4/30 5:22,0
3,效果+MAX！但是剧情没有玩过游戏就只能悲剧了,2010/12/12 20:29,1
3,那个时候全看画面去了，然而好像也只有画面（补mack）,2015/7/19 23:10,1
3,其实当年看得无聊，还是喜欢8的故事,2019/7/13 22:39,2
3,陪我哥看到……,2019/7/7 17:52,2
3,我Takki,2018/5/21 11:49,2
3,cg和人物造型美得没话说。剧情很渣 主角就会耍帅摆pose，性格绝对脑残,2010/9/7 14:35,0
3,还是预告好看 总觉得故事主线索特散,2011/6/27 10:36,0
3,做这么长的CG不容易，非FF7粉比较难理解故事背景，反正我觉得那个妈妈控很恶心。,2014/1/3 22:11,0
3,剧情渣渣，但实在太酷炫惹,2015/5/7 22:46,0
3,ㄗs隻昰突然峟些難ɡūoっdＩ毬褓護卟暸っ隻螚蚆dＩ毬塟♥愛ღoО,2013/11/30 21:56,0
3,3星都给在画面上的,2009/2/8 12:10,0
3,三颗星都给赛菲罗斯,2010/4/15 15:49,0
3,很多镜头因为过快 而看不清 有些剧情 感觉没有解释到位,2011/11/19 7:03,0
3,我觉得里面的蒂法好赞啊，完美女性啊~~~~~~~,2011/2/15 8:44,0
3,3.3,2012/9/21 22:00,0
3,CG确实很厉害，尤其是那一丝一丝飘来飘去的头发，不过看上去就是能动的SD娃娃。剧情可以直接无视掉。,2012/6/16 11:02,0
3,萌Genesis,2009/10/6 9:55,0
3,全ての運命には、語るべき理由がある。だから、彼らは帰って来た,2009/1/18 12:23,0
3,男主完美透！,2011/9/29 0:31,0
3,打完FF7R过来补电影，抛开05年惊为天人的CG，剧情真是尬到没边了，我还是去补原版FF7和CC吧，想见爱丽丝想到发疯。,2020/4/30 22:23,0
3,...眩目.也就那样,2010/12/22 17:30,0
3,老片 当时拍摄成这样不错了,2014/9/7 8:27,0
3,当年3D建模和渲染的最高点，视效很惊艳。,2017/10/2 22:55,0
3,没看懂。,2011/10/19 0:14,0
3,片长可以砍一半啊，CG逼真的厉害,2015/12/6 23:34,0
3,全是黄金比例无死角美人儿,2012/3/17 17:40,0
3,剧情一般 2011.6.23,2011/7/15 12:14,0
3,13年中国动画也已到达这个水平，中国落后8年。,2016/4/29 1:48,0
3,（70/100）,2021/9/28 21:06,0
3,最好的3D动漫，特效华丽，动作流畅。,2013/7/13 8:38,0
1,我就想看个电影，还得学一套世界观回来，我累不？故弄玄虚的东西啊。对于一下Final Fantasy: The Spirits Within，这里几乎每个男主的皮肤都能把那边的女主爆出几条街来。,2012/12/16 16:39,25
2,画面华丽 内容空洞 是拍给玩过FF7游戏，喜欢FF7游戏的人看的,2008/9/21 20:18,30
2,无话可说。。。。。粉丝向电影,2018/6/11 6:47,10
2,crap,2012/10/1 18:26,7
2,只是技术和帅哥，非游戏爱好者勿浪费时间。,2009/2/26 4:44,8
2,混乱，画面流畅度严重不足，乱切镜头晃得我头晕。,2013/7/16 13:15,8
2,他们有着同一张脸。,2009/6/2 17:14,9
2,相对于灵魂深处那一部的深邃感，这一部根本就是小孩子过家家式的剧情，非常失望。,2014/5/31 14:59,5
1,没有灵魂,2009/4/30 23:56,6
2,酷炫华丽，不知所云,2015/6/8 18:11,6
2,可能游戏迷觉得好吧……作为一个没玩过原作的人表示相当理解不能。,2011/9/11 23:52,6
2,"牛逼的CG,仅此而已",2011/12/16 10:05,6
1,无剧情,2015/11/25 13:20,6
2,tifa再好看也救不了这片,2018/2/27 22:52,5
2,可能是没玩过游戏的原因，看了几次也看不进去，只能从一半的时候看，看到了结束，比第一集差远了，总之不知所云,2012/10/8 20:57,5
2,都说画面眩，打斗场面好。完全没看出来啊,2012/11/4 13:22,6
2,3月10日,2011/6/2 0:45,5
2,估计是情怀作？经费爆炸,2010/2/13 19:35,3
2,除了完美CG动画和满足FF迷的游戏情节之外，本片实在一无是处。,2011/11/19 15:52,5
2,做游戏就行了,2016/2/25 15:53,4
2,不是最终幻想的粉丝，所以没有什么感动，就是看cg的电影。,2016/6/18 19:18,3
1,看了好几次，不知讲什么，是我智商不行吗？,2016/8/30 0:17,4
1,狗血 僵硬 不容直视,2013/6/5 9:55,4
2,唉。。 特别无聊,2009/4/11 22:08,4
2,如果是以前刚上初中的少年大概会喜欢这个电影，可能也不会。,2019/2/1 15:44,3
1,游戏迷们专属吧，对于FF7的粉丝而言分数偏低了,2016/3/18 15:04,3
2,日本人的精神世界啊扶额,2013/12/14 22:12,3
2,没有玩过游戏了解过故事的前提观影体验是真的差，莫名其妙的故事与剪辑,2019/12/15 10:52,3
2,年纪大了看不了这种中二的东西了(樱井的声音的确好听),2013/7/24 22:07,3
2,一直以为最终幻想是米国的，这才知道是日本的。这是一个交代了故事背景Life Stream啊神罗啊J啥啥大反派化为意念神马的之后，消除星痕传染病、治愈受感染儿童的故事。男主是我不喜欢的忧郁青年。,2013/8/21 22:41,3
2,3,2016/4/4 11:54,3
2,只看懂了CG,2011/5/18 5:17,3
2,看不下去啊,2005/12/19 0:50,3
2,中二。,2017/11/5 2:11,3
1,这他妈都能上8分？ 现在看来没效果没剧情。。。。 难道FF迷真有这么多？ 抱歉。我不玩最终幻想。,2011/4/8 9:39,5
2,我不该看的，老了,2010/3/31 13:45,3
2,蒂法是亮点,2011/5/25 9:58,3
2,果然不太爱这类...,2009/5/26 15:01,3
2,对于我这种没玩过游戏的，这就是个废片啊，，尼玛日本动漫传统套路加在这种欧美风的制作真的大丈夫吗，，==，，全是华丽丽的CG，有意思吗,2013/4/3 15:20,3
1,算了，以后不看日本动画电影了,2012/6/6 15:33,3
2,画面够美,2015/11/26 9:43,3
1,主角光环的意思就是克劳德被我萨菲罗斯连捅带砍了几十刀以后照样能爬起来出大绝招随便挥两下刀就把我等了一个半小时35秒才出现的萨菲罗斯大人又封印了顺便把卡丹裘三个思念品一起毁灭了，这么多年希望克劳德去死的愿望到世界末日也实现不了了。一颗星差评！！！,2012/11/27 19:22,3
2,最装逼的CG电影，没有之一！,2013/10/27 17:48,3
2,除了克劳德的脸还有啥！还有啥！,2018/12/26 22:11,3
1,这二得一逼的电影，除了炫技一无是处,2016/9/8 21:50,9
2,竟然没有看懂,2010/2/12 23:18,3
2,不知所云！,2010/8/13 20:10,3
2,这破玩意真心没觉得那里好看~,2012/11/25 22:16,3
1,看得难受，打得什么玩意儿。。。,2017/8/12 21:52,4
2,Tina给两分,2017/1/13 0:07,3
2,三分之二都是打斗场，剧情好糟糕囧,2007/8/13 3:42,3
2,作为一部电影来说，故事没讲清楚,2011/10/21 16:55,3
2,背景纹理太粗导致模型感重，角色动作无重力感，男性下巴嘴唇线条太圆润显得很娘，所有人眼珠子大得像戴了美瞳。技术差没事，态度差没治——5分钟还没跑干净的避难人群其实你们是在绕圈儿围观吧？双摩托反向并行时短发人造人你那逆风飞舞的不是头发是钢筋吧！最后发现CAST长达11分钟我简直欣喜若狂。,2016/4/16 12:49,3
2,不行，没法看懂,2020/2/23 1:20,2
2,04年的最终流放，05年的圣子降临。这些片子不光是一部作品，更是CG时代开始的里程碑。打斗很不错但剧情我觉得一般。,2014/8/21 16:06,3
2,作为一个对游戏完全不了解，也不感冒的人来说。这个电影简直令人犯困啊,2012/1/3 13:23,3
2,两分给特效和动画制作。,2012/4/13 16:17,3
2,2016/3/24,2017/10/26 5:18,3
1,这编剧，太弱智了吧！！！,2019/2/9 12:17,3
2,看完整个人都不好了,2020/1/29 21:33,3
2,动作花哨却不真实，squ-ix除了装13还能有点别的么,2009/11/11 13:32,3
2,看完王者之剑再回来看这部就觉得不够看了,2016/12/5 13:48,3
2,王菲的那首英文歌,2012/4/12 15:47,3
2,只记得教堂中四处飘零的百合,2012/12/15 18:08,3
1,好难看啊！,2010/3/14 15:27,3
2,无聊屎了,2012/6/16 20:28,3
2,基本上，不如蜡笔小新好看~~~,2006/8/2 19:26,3
1,跟7比起来15在技术上有明显的进步，人物和场景更加细致，更具有实体感。7的剧情对非玩家太不友好了，看了半天才明白人物关系，15虽然毫无逻辑但好歹勉强讲了个故事，7都特么是什么鬼。15是游戏宣传片，7就特么是个游戏吧，wtf,2017/3/5 23:53,4
2,三中的内部资源上比较流行的一部CG电影，三年来多次被翻出来看，每次都没看完……如果考虑全部看完的话，大概看了两年多吧……,2009/4/9 23:47,3
2,一颗星给硬核技术，一颗星给概念设定……其他的……没法评价……,2019/7/25 23:12,3
2,这我好想是高一时候看的，那时候特别想玩FF7，可惜没玩成。这电影的情节真的挺莫名其妙的。,2011/10/6 19:14,3
2,画面马马虎虎，剧情呵呵。,2014/10/19 10:06,3
2,玩命的煽情装13。外加日式动漫一贯不好好说人话的脑残对白。,2015/6/15 2:33,3
2,这特效放现在不评价。但是这电影剧情实在是我擦！！除了女主角。。。,2014/9/19 16:03,3
2,没有打很差的原因是它制作得不错,2011/3/11 17:03,3
2,其实是个悲剧，14还是15的时候，很迷了一阵子，悲剧,2011/3/3 3:46,3
1,这就是个垃圾 一群HOT耍帅,2016/9/11 18:45,4
2,是我的不对吗！是看英文版的我不对吗！！！难看死了！！！剧情慢死了！！！为毛迅雷上的是英文版啊！！！最终幻想系列在我的生命中因为这部而终止了！真的想给一颗星的！！！,2012/4/5 1:25,3
2,不知道为什么硬盘里会存着这么一部片子，故事太不感兴趣了……,2019/7/30 18:35,3
2,感觉没深度，尤其是主角好装b,2013/1/18 0:44,3
2,，技术水平先锋，舔屏专用，cp全面开花，不用带脑看,2019/6/16 3:16,3
2,画面不错，但是剧情就不是太出色。,2007/1/31 0:05,3
2,总觉得怪怪的！,2010/2/4 16:08,3
2,效果挺好，剧情狗血,2013/9/13 23:14,3
1,竟然真的是日本人拍的，那还全英语，哈巴狗，游戏动画风格,2015/8/7 15:30,3
2,首先我没有入最终的坑，所以只感觉剧情太太拖沓,2019/4/14 17:14,4
2,虽然制作是真的不错，但莫名奇妙的剧情和对白着实看得我一脸懵逼，可能这就是粉丝向吧,2019/6/30 11:36,4
2,史·艾变聪明了，相见不如怀念。,2005/10/3 1:38,3
2,看了两遍，真心没有看懂=。=,2011/7/31 17:39,3
2,编剧功力太差，十五岁以下看还行,2014/8/29 23:38,3
1,好无聊……眼花头晕莫名其妙……,2012/12/20 17:07,3
2,实话说 真的看不懂剧情。。。,2016/12/3 18:06,3
2,克劳德太娘什么的都可过往不咎，只想说卡达裘你他妈正常点儿会死啊？头发永远撩不起来还不去剪剪是要闹哪样！？,2016/12/24 22:24,3
1,反正怎么打都不死，搞那么炫干什么,2013/8/24 0:34,3
2,看不懂 怪我,2008/3/22 20:21,3
2,2颗星都是为了效果打的，这么多年再看，模型，画面，特效，都非常棒，不输现在才出的动画。但是也许是因为游戏改编，剧情太弱，节奏缓慢，没有什么好的故事线，硬打斗。看下来真的纯粹因为画面人物好看。当然，如果有最终幻想情节的人感受就不同了，比如我家另一位，就觉得电影很好。,2020/5/8 0:35,4
2,剧情真是尬。最后的打斗莫名找回看风云的感觉。顺便重制版蒂法的裙子真短,2020/4/28 20:12,3
2,第一次看日本拍的这种3D风格的动画。应该说至少从改编的动画来看，用了MS复杂的设定下讲了一个简单的道理：人的迷茫与振作。如果不是听着日语，我绝对不会想到这是日本的作品，此片充满了美国大片的味道，非常不理想。,2014/6/2 7:50,3
2,画面真的非常棒。很漂亮很惊人。其余就很让人吐血。,2010/10/27 0:23,3
2,矫情 ★★,2013/7/26 14:28,3
2,挺好的技术，让配音毁了,2011/9/10 0:04,3
2,我不是FANS，所以看这个片有点莫名其妙。,2008/5/25 13:45,3
2,可能因为没有玩过，勉强地看完了。,2018/7/11 22:30,3
2,记忆中的电影,2018/1/25 14:49,3
2,很帅很有型，不过我不是花痴不好这味，为了女主角而给的星星,2011/9/21 22:44,3
2,有一分是给sony images的,2012/3/28 1:48,3
1,七你妹,2014/6/28 1:48,3
2,英语配音简直垃圾，各种打而不死的小强，剧情人设也很垃圾，比15差远了,2017/3/21 6:47,3
2,一味耍酷，毫无燃点。,2015/4/9 15:05,3
2,就看克劳德这家伙耍帅了= =，妈的丫居然从头到尾都没见红！,2010/11/14 17:41,3
1,最不喜欢动画片 尤其不喜欢日本动画片,2014/6/9 11:33,3
1,萨菲罗斯 你那么帅 对得起玩家吗,2014/4/22 15:25,3
2,比想象中烂多了……什么东西……配音也不怎么样,2014/12/30 12:49,3
2,也就只剩华丽了……,2012/9/3 11:49,3
2,剧情好弱,2015/1/2 14:20,3
2,除了人物能做出点吸引人的东西吗？,2012/7/23 10:27,3
2,算是奥特曼打小怪兽么？,2011/11/25 19:12,4
2,剧情简单，犹如网络小说中打怪升级，人物美学充满了各种杀马特,2017/5/21 18:14,3
2,杀马特,2017/9/23 15:12,3
2,cloud是帅 然后呢,2009/10/11 0:33,3
2,现在有点不算很喜欢这种东西了，不知道怎么说。不太喜欢这种特效，剧情也很烂。,2012/12/11 0:38,3
2,除了炫，还是炫。,2010/4/3 23:42,3
2,什么破剧情！,2011/5/4 12:17,3
2,这个就是个特效片 的确当年这个特效惊为天人了,2015/7/21 3:47,3
1,没看懂，配乐差评，剧情拖拉。还是打游戏吧。,2016/11/15 15:29,4
2,3D就是帅啊 剧情不重要 就是后面刀光剑影的都看不清帅哥的脸了【泥垢,2013/3/6 22:39,3
1,2012.9.23：不是fans，不知所云，也没耐心烦。,2012/9/24 21:45,3
2,景色啥的还好，人还是演员的好，CG的没表情啊- -剧情一般，也许是我没玩游戏，没看原来的作品的缘故？,2009/6/28 8:01,3
2,洗剪吹拯救世界,2013/9/19 22:06,3
2,看不懂,2015/2/6 20:37,3
2,烂的要死,2012/9/10 12:47,3
1,决定远离二次元世界…,2016/11/29 22:27,5
2,无聊的剧情，还这么长，也就动作能看了吧,2016/3/1 18:10,3
2,对于不是fan的人来说……并不算精彩,2017/1/8 13:48,3
2,我看过，瞌睡！,2015/5/8 14:32,3
2,在讲什么= =,2010/7/13 21:09,3
2,好神奇，竟然这么高评分。。。枯燥乏味的剧情，脸谱化的人物，毫无重量感的动画，剑像塑料一样，摩托比自行车还轻。,2013/7/27 17:07,3
2,05年的片现在重新看，简直惨不忍睹，玩技术终将被技术玩，好好讲故事才是王道！,2013/9/3 22:04,3
1,虽然是三维，虽然人物模型很美，表情很生动。但实在不喜欢剧中死寂压抑的氛围，人物也显得死气沉沉。一星给人物建模,2016/1/16 15:24,3
2,剧情真的是很随意，想怎么地就怎么滴,2018/1/3 17:37,3
2,剧情来说三星嫌多。,2016/12/3 10:21,3
1,狗尾续貂的FF7补完系列，野村彻底把FF7变成了滥俗偶像的代名词。,2012/1/25 18:01,5
2,完全不知道有什么意思,2013/11/22 21:56,3
2,cloud 你背那么大的剑不沉吗，2颗星都是给CG的。剧情还是回FF7里看吧,2014/7/16 11:32,3
2,看CG,2015/12/23 22:13,3
2,看过第15部，回头看很多人夸的第7部。中二病泛滥，情节不知所云，七龙珠式的打斗。当年倭奴把大家欣赏水平都拉到沟里去了？,2018/4/2 0:26,3
2,。。,2013/8/2 16:29,3
1,垃圾中的垃圾,2008/11/5 20:21,3
2,除了动作酷炫其他没看懂,2018/2/16 22:14,3
2,不知道能不能算看过——看了不够一个小时，因为觉得实在是太太太太无聊了差点睡着了所以果断不看了，在我看来除了外观好看外一无是处了……可能是由于我没看过前面几部，也可能是因为我没看完，或者可能是看的时候太过疲倦，反正我的观点极有可能是非常不客观的= =,2011/5/23 21:25,3
2,特效牛，动作炫酷。,2016/5/10 17:52,2
1,"死ね野村哲也,死ね死ね死ね死ね死ね死ね死ね死ね",2006/4/1 15:54,3
1,无意冒犯，太垃圾……,2010/11/15 15:51,3
2,这不是电影专场么，分这么高不科学,2013/9/21 23:23,3
2,耍酷,2020/5/8 23:15,2
2,真他妈慢死我了。。,2010/4/19 3:14,3
2,除了CG还有什么？,2015/5/30 0:40,3
2,画面2星，情节硬伤~,2014/12/15 20:58,3
2,【4.0】除了cg放在现在也相当牛逼，以及打斗场面还算酷炫以外，和其他自以为是的烂片没有区别。有趣的是这部cg电影却格外的“狂”，也不知道哪里来的底气，可能是仗着游戏原作风靡全球的原因吧，但是更多的观众没玩过游戏啊。这不就和没看过《射雕》就去看王家卫的《东邪西毒》一样,2017/7/26 7:47,3
2,为游戏充值【基友上线 就我一个人中间一直想睡着？？？？,2017/5/7 12:18,3
2,真的。。不大。。能。。理解。。,2012/2/27 0:38,3
2,又无聊又中二。,2018/2/22 2:00,3
2,真的杀马特造型+奇怪的剧情，但是小姐姐还是好看的,2018/10/13 21:45,3
2,以前看过DVDRip，有BDRip了，复习一下。有种下错电影的感觉，跟记忆完全对不上，虽然我也不记得什么了。剧情碎片化太严重，连蒙带猜的看，或许是我背景知识不够的缘故。教堂的战斗画面没有记忆中唯美，科幻的悲情也消失了。看的全无感觉。,2017/5/10 23:55,3
2,公司同事强烈推荐的........的确充满了各种令人爽快的暴力美学因子，交响诗般的配乐也让人听得如痴如醉。只是自己似乎更倾向于看女人打架~~,2016/12/21 16:17,3
1,哈喽,2013/6/21 16:32,3
2,很久以前看的了，最近看了FF15来评论的，真的太中二了，尼玛8.2都是粉打出来的吧，作为电影真的是垃圾，画面确实是好而已,2016/9/5 15:12,3
2,各方面都很一般 作为卖点的视觉效果过了几年就没有用了吧,2011/7/23 23:52,3
2,画面是华丽了，但是整部剧找妈妈，这，，，,2016/10/4 1:20,3
1,快進看蒂法去了。,2012/4/30 19:18,3
1,全是游戏骨灰粉丝刷的吧，电影里除了耍酷就是没有逻辑的装逼，完全没有世界陷入危机的感觉。,2016/8/31 23:27,5
2,完全是ff7 五部曲里最差的。零剧情，洗剪吹。,2014/3/1 0:02,3
2,都是什么乱七八糟的,2016/8/27 17:46,3
1,好傻,2018/2/9 16:32,3
2,嗯？,2008/7/6 10:58,3
2,剧情有点弱，CG技术还不过好，看得眼睛好伤。,2017/2/18 21:53,3
2,大反派就不能痛快点杀人么，每次都高谈阔论手下留情的设定简直恶心。,2016/9/5 2:14,3
2,我错惹，还是15比较好看。,2017/6/30 20:48,3
2,CG果然不能看很久之前的…现在都15了吧？,2016/12/18 19:22,3
2,什么鬼啊,2016/9/28 23:27,3
1,什么鸡巴玩意。,2012/9/4 2:40,4
2,不好看，感觉叙述很混乱。,2016/9/3 10:51,3
2,莫名其妙。,2020/7/30 10:05,2
2,我为什么要看这种电影...拜托别随意加科幻标签好不好。,2020/3/29 23:18,3
1,为什么没有核心危机 傻逼克劳德,2017/12/28 15:02,3
2,我是FF7正传的狂热粉丝，所以我只给两星,2018/1/22 2:34,3
1,什么时候日本鬼子出这垃圾电影了 谁给翻译的 翻译过来是最终幻想 不翻译那就是垃圾 侮辱了华夏的文字 我咒他死,2012/7/5 21:00,4
2,没看完，没兴趣,2018/2/5 1:56,3
2,日本人讲英语就是蹩脚，搞那么一套脱亚入欧，脱了多少年了，还乐此不疲。看来日本崇洋媚外的也不比国内少，还自以为高大尚。CG不错，打斗也可以，表情有些僵硬，动作也不够流畅，可05年，有这水平，已经很不错了。但故事我是真不感兴趣，所以我认为故事很烂，超级烂。,2019/3/21 21:01,3
2,虽然最终幻想展现了CG动画的高水准，但对电影特效不构成威胁,2016/5/6 21:02,3
