rating,comment,time,votes
4,兵长这部说话变多啦！e2和e7都好多动作场面 兵长真的太帅了！！！身高已经不是问题！！真的 每次看到兵长和三笠 就特别安心~！（9.2018),2019/5/8 13:23,20
5,三季49集，《巨人》可能是近二十年来日本最伟大的动画（我不过就看了近二十年日本动画而已）。撇开其第一流的动画技术，这剧的艺术感染力堪比古典悲剧，思想深度更令人突破思维上的层层桎梏。虽然从第一季起就知道对巨人的战争迟早引发对人类的战争，但还是没有料到第三季将以这样的方式展开：无论对巨人采取怎样的策略，都将触发人类最基本价值观之间不可兼容的冲突。“政治正确”，是不存在的。王政的“正义”，与发动政变的调查团的“正义”，都有各自的理由也有各自的盲点，团长自己也说，后者的“正义”其实是一个一旦输掉则代价更大的赌博。而初代雷斯王为国家设计的理念“和平系于不消灭巨人”又仿佛是马基雅维利“城邦的团结系于对外战争的存在”的回响，看起来埋下了人类灭亡的种子。问题层出不穷，悬念跌宕起伏，期待下一季。,2018/11/13 10:31,25
5,就冲这第三集想都不想就给满分了，这季打斗场面少了，更多的是在讲故事和揭示政治的黑暗， 历史不等于真相，虽然谏山创这老狗对角色太狠心，直接画死了我非常喜欢的萨莎和佩特拉，但是对世界观和作品深度的把控真是一流的。,2018/8/15 1:00,36
5,你大爷永远是你大爷。,2018/7/24 9:54,64
5,终于等来第三季！！！我他妈吹爆！！能给十星吗！！！？,2018/7/26 22:56,42
5,这故事写得真细啊，很多过去的伏笔都慢慢地在认真收。因为作者本身对军事的兴趣，特别会营造战争的那种绝望、悲壮和看不到意义的迷惘。本季至少看哭了5次吧......战争里没有谁是赢家。,2019/6/30 9:12,23
5,杀兽之巨人的一段，兵长真得帅炸了。,2020/2/16 0:09,38
5,人永远是世上最自私最可怕的生物。当外患姑且转向内忧，人与人之间的斗争更诛心，上狠下愚，无数熟悉的画面，越来越让我觉得自己活在那不再是“虚构”的九世纪中叶。不难理解为何本季虽然少了官能刺激（但E07的动作戏依旧燃爆），却更加令人胆寒。成熟速度总要慢人一拍的男主终于被官方吐槽三连杀，但成熟真是个难过的状态，他们诉说着回不去的以往，憧憬着始终没见过的大海，但只要一抹烽烟，谁也不知葬身何处。走向挺像《行尸走肉》漫画和游戏，在尸横遍野前，姑且记得那天他们曾在城墙，为民众的欢呼而雀跃过。（话说团长好像美队，boss好像戏精牡丹。）四星半。,2020/2/19 12:15,17
5,前两季一直觉得艾伦这个男主着实废物，有力量用不出，是个爱哭鬼，但第三季7集我从此不再黑他，被锁在高台上的自白完全表明了他的内心里的自责、痛苦、恐惧、绝望，这本不该是他要去承受的。一个平凡人想努力得去救其他人，还有什么好指责的呢，哪怕是失败了。,2018/9/18 17:31,58
5,终于更新了，这季24集，可以看半年了😘,2018/7/23 8:06,51
4,不适应新op,2018/7/24 6:09,23
4,分割了,2018/9/20 20:36,13
5,为了追巨人我大概还能活几个月,2018/9/17 0:17,26
5,#A+ 简直吹爆这一季的画质和节奏，不敢相信一年的时间就能连着出两季还保持着高水准。兵长终于站到C位，一米六气场全开。结局如果拍到看海的话，下一季又要等很久惹,2018/7/31 19:49,28
5,五星预定，这是我仅剩的两部追剧中的一部，另一部是权力的游戏。（吹爆）,2018/7/24 14:11,19
5,三季不烂，可以封神。,2019/6/8 11:52,11
5,好嫉妒谏山创啊，他是真正创造出something outlives him的人,2021/2/14 23:20,31
4,开始揭露各种伏笔了，铺垫基本上已经完全成型，气势恢宏的出发放在巨人这里只有一种山雨欲来的崩塌与不祥之兆，不过这才是巨人的魅力吧；人生而为蝼蚁，绝望无力挣扎周而复始。P.S.算是半个兵长主场，兵长的强大不止在于武力，最引人好感的是哪怕手握力量也从未对任何人的选择高高在上指手画脚。,2020/6/22 14:18,16
5,台词越来越哲学，立意越来越深刻。看的时候不断思考人和人的立场关系。不能否认是部好作品,2018/9/13 23:07,21
5,"这俩月真好
妇联死完权游死
权游死完巨人死
还特么都集中在一起
再这样下去我也死了算了",2019/4/29 12:20,11
5,这一季涉及方面更多了，王族政治的问题，还有记忆篡改真的很反乌托邦，真正的敌人不光是抵御的外敌，还有内部的战争，伪造的神也是为了私利，不过在巨大的灾难面前，即使是一个伪神也能给人类带去些许慰籍和希望，这真的很《黑暗骑士》了。巨人在人物塑造面前也十分厉害，很多人物在看似对立面但也不是决定的反面，像凯尼这个人物，最后死的结局也很让人可惜，他也是个一生也为追求自由，没有明确贡主，也知道自己不能为人父母，生存只能靠力量的人，他教会兵长这样做，才有后面这样的勇猛的人吧,2021/2/3 15:53,10
5,阿尔敏为了能让计划成功在蒸气中咬牙坚持再到最后铁三角实现梦想见到心目中的大海，真的是哭死了，再一次为巨人的庞大剧情所感动，虽然很久以前就补过漫画，但是在看到动画还是会热泪盈眶啊，爱了爱了,2020/12/5 16:59,15
5,咨询泛滥的今天还有什么让人在意结局，还让人期待每一个下一秒的无限可能性，也唯有进击的巨人。到第三季了，甚至还记得初会的惊诧。一部动漫能保持这么长久的吸引力，实在难得。我觉得它抓住了某些事物的本质，人类内心对接受现实的觳觫。,2018/9/22 18:51,12
4,从打巨人的爽快越来越向政治寓言和阴谋论靠近了，歌真好听。,2019/7/10 18:42,7
4,沉溺民工漫无法自拔。兵长上位男主艾伦这季只有约两集戏份我太开心了。OP好听过分,2019/5/31 22:45,10
5,无条件五☆废柴男主依旧飞舞，兵长一米六继续一打十。终于等到你，推翻政权，不愚忠，不盲从，命运在自己手里！！！,2018/8/26 11:36,17
5,能给十星吗！我最爱的是团长！,2019/1/18 20:52,14
5,哦好吧我以为连更半年呢…那个ED我真的以为屏幕坏了…还是制作组狠！我这个对政治和人情毫无兴趣的人居然深深地被人斗给吸引了。,2018/10/20 18:39,9
4,荒木哲郎对剧情的节奏把控太好了吧……12集根本不够看的，之前的秘密与伏笔都有了交代，连贯性很棒。（摔爹神曲好评）,2018/11/23 0:15,5
5,"进击的巨人主要卖点不是热血或者猎奇，而是前期的面对威胁时弱小的人类勾心斗角又相互取暖，后期的第一视角探索历史和世界观。在当下无脑燃的热血漫中独树一帜。
但相对的，随着世界逐渐明晰，趣味性会稍有降低。艾连变成的绿眼睛高大帅气的巨人嘶吼着破肚而出这种热血剧情会减少，取而代之的是让杀人时颤抖着下不去手的纠结，是艾连放弃了所有梦想只求一死的痛苦。
整个第三季高于同期的番一大截，s3e7又高于整季一大截，从配音到作画到剧情，都奇绝了。",2019/6/13 15:49,16
5,只有特别的人能创造伟大吗？除了能巨人化，男主很普通，他会迷茫会悔恨会纠结也会懦弱，但他逐渐成长。好人坏人不是绝对的，只有相对阵营的问题。这是什么神仙漫啊。,2019/4/6 18:48,14
5,阿尔敏为了救让杀死了宪兵然后反思到自己是不是杀了个更温柔的人，从立场不同的对战引出最终是反对腐朽的体制。,2022/8/15 9:58,7
5,上篇。核心剧情是艾伦与希斯塔利亚回归之后紧随而来的帝国内部冲突 反应到上层 就是围绕王政变革进行的激烈的派系斗争。艾伦在六年后 再一次触及尘封的往事 并知晓自己父亲的所作所为。希斯塔利亚在尤米尔与队友们的影响下 也开始成长 并最终承担起自己的新角色。教堂大战很扣人心弦 而冲击更大的 反倒还是宪兵与调查团之间的死斗。人类残暴起来 相比巨人更为可怕。,2019/8/4 1:59,7
5,王政篇漫画剧情已经足够精彩，只要不魔改就很完美。暂时没听到ED，与人斗其乐无穷。,2018/7/24 14:05,15
5,第三季追溯民族史，开拓世界观，功不可没。人物和场面也很好，仅有一处剪辑不连贯。夺回玛利亚之墙大作战的曲折和惨烈看得人心潮澎湃，果然“真相就在铺满尸体的道路尽头”。只是调查兵团的优柔寡断让人有点失望，近乎全灭换来的战果居然就这么轻易放跑了，真是无语。,2021/1/9 0:45,4
4,最后一集不跳ed果然是正确的，居然有彩蛋……谏山的剧作真是没得说，各种神展开……,2019/8/8 23:33,2
4,豆瓣高分动画剧集榜（20部全Get）：1.《瑞克和莫蒂 第一季》，2.《灌篮高手》，3.《猫和老鼠》，4.《进击的巨人 第三季 Part.2》，5.《海贼王》，6.《钢之炼金术师FA》，7.《银魂》，8.《哆啦A梦》，9.《进击的巨人 第三季》，10.《夏目友人帐》，11.《夏目友人帐 第二季》，12.《罗小黑战记》，13.《虹猫蓝兔七侠传》，14.《星际牛仔》，15.《新世纪福音战士》，16.《夏目友人帐 第三季》，17.《爱，死亡和机器人 第一季》，18.《一拳超人》，19.《虫师》，20.《进击的巨人 第二季》。,2020/12/3 20:53,5
5,前两季就不标了，这季算步入正轨。多年以前当第一季成为霸权闭嘴番的时候，我因为“世界是残酷的啊”这种中二台词+复仇剧套路，误以为它是一部无脑热血战斗番。抱歉错怪了它。等到第三季，终于感觉到每个角色确实是有血有肉地活在这个悲伤的世界观里，探索的问题也非常多元，即使剥离了所有噱头也足够有趣。至于设定、墙内外反转，科幻作品看得够多的话其实即视感很强，所以并没有觉得多么眼前一亮。但只要故事讲得好就够了不是么。,2019/6/5 22:46,9
4,开篇感觉怪怪的 四星观望一下,2018/7/23 22:50,5
5,“这个世界之所以会被改变，是因为每个人都做出了选择。”,2020/1/26 1:17,5
5,别担心人类太过强大，因为我们最擅长的就是自相残杀,2018/11/21 18:12,9
5,#还是个拼爹拼血统的世界啊#  || 站在这么多可爱又璀璨的女性角色中三笠显得薄如纸again,2020/7/6 13:09,8
5,【A+】伴随着王政篇的到来，《巨人》在剧情上真正有魅力的部分也缓缓揭开。即使将视角转向了人类内部的权力斗争，谏山创仍然能将剧情的张弛度保证在一个相当高的水准，在深度上也丝毫不差。当然，动画组的改编也使得原著里较多精彩的剧情以一种极其可惜的方式被“抛弃”。当然这也仅仅只是瑕疵而已，在明面上，其制作水准的优秀程度仍然能很好的掩盖这些遗憾。兵长与肯尼的对决贡献了三季以来最好的一段立体机动装置镜头，而文戏上也再创高峰，第十一集「旁观者」无论是以回收伏笔的角度，还是思想内涵的角度来说，都可以算是目前最佳的一集单集。已经迫不及待要看part2了。,2019/7/13 23:07,8
4,第三季不再艾伦主线,2022/2/13 10:10,0
5,看过了两集，这一季应该就是到解开巨人之谜，出现马莱了吧，打戏还是如此的帅，文戏剧情毫不拖沓，只要好好以现在的制作水平，按漫画走，注定能成为神作,2018/7/22 13:30,16
5,從人vs巨人到人vs人，historia的各種行動都太？？？了啊，看到最後砍老爸那裡居然感覺只不過是青春期叛逆少女的行為而已？？？。節奏比前兩seasons要快一點都還是有點慢。roy reiss的巨人實在太tm噁心了ew⋯⋯,2019/10/19 5:38,2
5,年度最强TV series,2020/4/26 15:15,2
5,等好久想等一部合集sp没等到（倒是等来一部大合集sp）——不等了，马不停蹄赶在终季之前抓紧补完吧！,2020/12/8 23:16,4
4,（等一下，我没搞清楚这个的分季状况，所以前12集是三季上，四月份要播的是三季下？）大概巨人们也搞轮班上岗法定节假日不加班吧，行，不给你们人类添乱，你们先自己内部斗争斗争，争清楚了我们再出来捣乱。作为一个非漫画原作党，到了这里终于喜闻乐见地看到我在第一季纠结的设定问题总算是在一点点捋清，以及这才明白，艾伦输出全靠吼原来并不是调侃而是真的。给ED点一万个赞够吗？太好听了太好听了。,2019/2/10 12:10,3
5,2021.4.19 漫画烂尾的消息鸡飞狗跳，强忍着好奇没去了解但被迫还是知道了一些。看着第三季结尾的“最终季预计2020秋季上映”心里五味杂陈。最后拉回去看了一遍女王摔爹 团长冲锋 兵长砍猴。   也想明白一件事 ，不管怎样，我还是要去海的那一边。,2021/4/19 19:47,1
5,3期 part 1,2019/8/6 21:50,2
4,听到教官说时间线才刚过去六个月我一阵毛骨悚然......看S1的时候的确是没想到世界观可以拔高到这种地步的，倒数二三连续两话回忆杀塑造角色兼收伏笔的功力也十足令人惊叹，这终于是个给我惊喜多过噱头的故事了。几年前无意中被剧透了季终的ed剧情以后，我就自保机制启动劝自己不要站团兵了，但看到利利用背把门扣上那一幕...终究拦不住心动的我真是个自找虐受的大傻子。,2019/5/28 14:29,3
5,我他妈把这个动漫吹爆！,2018/7/27 1:53,12
5,爱上了兵长 艾伦 三笠，第四季再去喜欢阿尔敏,2021/2/18 2:08,2
5,重温，就凭这op和第11集，第三季就是我心目中的最佳季😭😭😭，果然还是文戏才最打动我啊,2019/5/27 14:56,6
5,从这里开始喜欢三笠了,2023/6/1 0:55,1
4,前几集的政治斗争太无趣了,2019/1/22 23:55,3
4,推翻伪王，反抗宪兵团，揭底真巨人一脉雷斯家族的秘密。虽是恶战前的宁静过渡，但又必不可少。结束于玛利亚墙封堵战前夜，地下室的秘密留给下一季。OP和ED难得比较缓和，甚至没有出现什么巨人画面。剧情上，虽然兵不血刃的布局有点简化，但矛盾的逻辑还算合理。不是被巨人，而是被人类干掉的调查兵团队员令人唏嘘。,2019/9/28 12:01,1
5,不管，巨人都是五星🤣,2018/8/26 19:21,7
5,这一季文戏为主，画面上没有前两部那么燃，但是角色的过往遭遇依然是惨得不能再惨。最大的问题依然保留着。,2019/7/12 10:49,0
5,这一季的OST一边温柔一遍炸裂，跪了。兵长又帅气又温柔，补番的我大哭，爷青回。,2021/2/8 12:41,2
5,最后一集画风突然ppt,2019/7/24 21:15,1
5,回来了！我哭了！生活又有了新的盼头！,2018/7/23 15:47,4
5,内部斗争。凯尼出场。推翻伪政。巨人化秘密。终结雷斯家族命运。阿克曼家族力量之谜。外墙夺还战开始。,2020/12/23 22:17,1
4,2.15 仍未展开到最妙的地方,2019/2/17 11:23,0
4,几周前看完忘MARK，最大的感想是剧情终于不再挤牙膏，解开了一部分谜底。,2019/6/30 2:15,2
5,从战斗场面分镜到人性和政治寓言无一处不牛逼。后“死火海” 时代的少漫新神作。,2018/11/13 16:17,4
4,"雷斯家的巨人
真是丑的一逼阿
一家是想成为神的人
一家是不需要与众不同的人",2022/3/18 16:09,0
5,经历了前几集的拖沓，后面终于回归了巨人的超高水准，一样的令人兴奋，恨不得一集一小时,2018/8/8 23:33,5
5,思想深邃，情节引人，画面震撼！,2020/10/30 23:39,1
5,前面的剧情都快忘了，还是愉快地追起了新的一季。还是那么热血那么燃，剧情反转和悬疑伏笔还是熟悉的味道。,2018/11/1 12:31,2
5,"“人心藏着整个世界的败坏”，这季完全在描写战争环境下的人们的心理状态，有的人为了权利利益相互争斗，有的人只想到外面的世界看看是否有更美好的可能，有的人仅仅想要安守一方田地，享受面包和红酒。引出了主角们的身世，政变，女性的弑父形象出现，很惊喜。日本动画版的“权利的游戏”精彩程度完全不分轩轾。还注意到设计的小细节，有一些BDSM元素的出现。还蛮符合本作的一些cult风格的。关于亲情友情的热血和感动一直都有。本季新出场的人物们是不同于主角年纪的中年大叔们，也都各自有魅力和出彩。#2022电视剧79,评分：A。",2022/11/30 14:30,1
5,战斗画面比前两季强了不是一星半点儿，听说后面12集要明年4月才播，等吧,2018/10/23 14:02,7
5,文戏比打斗部分更精彩的一季，补充的回忆细节部分让剧情人物都更加丰满了，绝赞。,2018/11/21 8:49,4
5,巨人只是大，实则不可怕。坏人才可怕，全是坏心眼。这一季与人斗，其乐无穷，离真相越来越近。,2019/7/30 13:53,0
4,热血，暴力，惨烈。,2019/7/4 13:17,0
4,这季明显进入状态要慢一些，相比于完美的上一季，这季更多的是讲述历史、解释哲理，也是巨人的存在感最低的一季，但给下季留了一个更吸引人的伏笔；但这季让我意识到这部漫画不是阴暗残忍，而是真正的热血与追求自由的表达~·~,2018/10/27 10:54,5
5,为什么这么好看？？而且漫画是谏山创19岁投稿，23岁开始连载，确定他不是重启人生后开始画的嘛？,2023/11/11 15:46,0
5,你所知的历史不一定是真的，统治阶级洗脑很可怕的，世界很残酷的。p.s.被希斯特里亚的爸爸脸磨平了的样子恶心到了…,2019/6/23 14:06,4
5,王政篇节奏紧张气氛到位，属实给劲。,2019/10/10 18:30,1
5,不去探寻这个世界，永远不知道自己多渺小，也不知道自己拥有怎样的力量。,2020/2/16 17:41,1
5,第三季告诉我一二季演了个啥,2021/1/6 22:12,1
5,又莫名其妙在一天內刷完一季，第三季雖然文戲多，但是政治角力的編寫實在太讚，媽的真的像在看《權力遊戲》，發動政變、擁立新王，離真相又進了一步，對諫山創能寫出這樣富有格局的大作著實敬佩不已，第三季只是真正開戰前的上半而已，下半不知道會不會明天就忍不住嗑完…喔我的天竟然能在日本動畫中看到媲美《權力遊戲》的反轉再反轉劇情，希絲特利亞跟瓊史諾一樣既是私生子又是王啊！,2021/3/7 0:43,6
4,不只是疯狂挖坑，还填了不少，已经很难得,2020/5/29 16:12,0
5,终于迎来的谍战剧的部分。从这一季开始就要撕下这部作品【热血】的标签了，所以op的风格我觉得非常合适。,2019/6/14 18:16,4
5,什么紫罗兰、什么国家队，统统靠边站。,2018/7/23 19:54,7
4,大概是整个故事扭转乾坤的部分，回归个人与记忆。,2019/7/6 12:29,2
5,看前两季感觉就是普通的热血剧，但第三集有了质的飞跃。,2021/2/4 18:58,7
5,五星五星！完全没有疑问！一集的丰富程度赶上某些动画一季了……,2019/1/7 15:47,3
4,调查兵团除了兵长以外画风都变了，kaji换了青年音，继承能力用吃掉的设定委实粗糙 OPED应该换换位置。最后三集没有实质性进展，看在好歹还有剧情的份上多给一星，第四季什么时候开播？,2018/10/22 0:12,0
5,"巨人最吸引我的一点是一边义正言辞地说要做正义的伙伴，一边话又不能说太满233
所以其实锁区的根本原因是ip很火+暴力血腥吧，和什么常说的映射没撒关系应该",2021/2/15 9:23,5
5,仅仅开头一首《Red Swan》以及它的MV镜头就已经惊为天人了,2019/10/6 7:44,4
4,最后那几集，镰刀收割机一般一刀刀割在我心上,2021/3/28 13:47,1
4,反省了一下这两季看着没第一季尽兴，主要是我开始烦艾伦了——能力全靠外挂，输出全靠哇哇叫，我的厌大男主病犯了！,2023/11/15 19:35,0
4,大地与天空，究竟为何分离，世界如此残酷，却又如此美丽，投掷石块者与遭投掷者，被难以逾越的栅栏阻隔……喜欢这首ED，喜欢每个人哪怕配角都有鲜活的过往，并在合适的时机展开小传推动主线的手法。肯尼最为耀眼，基斯教官的回忆最动情。艾伦妈妈说:“不是特别的就不行吗？我不这么认为哦，至少这孩子…才不需要变得有多伟大。就算没有比别人优越…因为你看，他多可爱啊。所以这孩子已经很伟大了，毕竟他可是出生到这世上了呀。”,2021/1/29 23:35,3
5,看完才不得不感慨怪不得被禁不让播.....觉得是因为血腥黄暴所以给禁了的一定还是too young too simple,2019/9/22 6:11,7
5,燃到爆炸，种种爱恨纠葛。真相就在眼前。,2019/7/1 14:52,1
5,看到第三季更爱这部作品了～,2018/9/14 15:09,4
5,神作 没什么可说的 跪就行了,2019/6/14 20:59,4
5,果然，和巨人的战斗只是表象，这场灾厄背后终究还是人类的恶～加入了反乌托邦，政治阴谋等，剧情更加深刻的同时依然热血激燃～,2021/2/10 19:48,2
5,敌人杀光了，就真的自由了吗？濑古浩司牛逼，谏山创牛逼。,2021/2/8 18:41,2
5,真正的魅力，这部作品是魔幻现实主义，到了第三季，可以秒杀任何一部日漫作品了，人挡杀人佛挡杀佛。,2020/10/1 23:12,0
5,团长真汉子！团长！团长！团长！,2019/6/6 22:29,9
5,两周的时间刷完三季，谜题终于解开了，但摆在眼前的又是另一大困难，继续刷第四季,2021/2/6 15:53,3
4,#柒捌捌〇看动画#凄惨意外与热血澎湃交织,2019/6/8 22:40,0
4,终于开始内斗，揭开真相，人心永远是不可稳定和不好预判的。,2019/6/28 8:45,0
5,塔塔开！！,2023/9/7 16:08,0
5,我的女王！！！,2021/2/18 18:42,0
4,OP不错，坑越来越大，持续围观吧,2018/11/2 16:21,0
4,第一集作画感觉超不稳定，艾伦一直在变脸。最后一集疯狂插flag，真的舍不得再死人了。剧情上有些转折过渡生硬，也有一些小bug，不过还是好好看啊，视觉大丰收，苍蝇搓手等下一季。,2018/10/29 15:27,1
5,第七集堪称交叉路口的典范。毕竟这是几乎所有番剧的必由之路，不同立场的角色在重要空间里的多方对峙，成为剧情转折的最重要节点。每个角色动机明确，逻辑成立，性格清晰，同时还控制剧情走向，这一集几乎做到了。,2020/9/26 2:40,1
5,到了第三季依然保持着超高吸引力，并且让人非常期待第四季 真的很了不起了||谜底一步步要揭开 埃尔文身上插满flag了 这个迷人的男人 请你停止散发魅力了好吗？！||猿之巨人太可怕了 自带死亡bgm||最后一集 团兵是什么夫夫对谈啊！,2018/11/22 19:57,2
5,9.4/10 进击的巨人是一部足够伟大的作品,2019/3/22 11:35,2
4,动作片→谍战片→侦探片？,2018/7/24 15:13,0
5,看完第二集的我表示：制作组🐂🍺,2018/7/31 19:54,7
4,如果留在海边是结局就好了吧,2021/5/31 10:42,0
5,"迎接第一千部
      祭天开始
        倒计时
~~~~~1~~~~~

不论巨人向前亦或者被击退，
不论主角团成功或者被打败，
最终都是一出悲剧。

那个世界是一个没有出路的人间地狱呀！

那我还在期望着什么呢？
夕阳之下，巨人席地而坐。
忆起往事，涕泗横流。

这个世界上啊，有那么多的敌对势力，心怀着各自的理想，挥洒各自的热血，献出各自的心脏！

悲伤
悲伤！

ep12~separate~line~mark",2018/10/18 8:35,2
5,2：兵长好帅；6：卧槽……是他爸，卧槽……是他舅；7："你要挺起胸膛活下去"，崩溃边缘的艾连；9：豆丁大叔；10：给那矮子一拳，凯尼的过往；11：听到了亲切的汉尼斯声音，津叔声线好好听，伏笔回收，毁坏的机动装置；12：团长笑了，凌晨十二点半快被ed 吓哭了啊啊啊卡帧倒带快进永远痛的恐怖点,2023/4/30 0:13,1
5,第三季就是，全集过了一半巨人都没出现，结果一出现就出现一个比第一季的超大巨人还大两倍的巨人，并且向我们展示了吃土的正确姿势，跑到城墙边被大炮打出莲蓬乳一样的密恐画面，一抬头发现吃土吃成了冠状面人体切片标本，肠子还流了一地。喂！就问你刺不刺激,2018/11/4 20:26,5
5,播一半停更太没良心了,2018/10/15 21:53,4
4,跟行尸走肉一样，打怪打几季，最终都要落回到人与人之间的争权夺利,2018/10/27 3:36,1
5,政变的部份看得直呼过瘾！,2021/2/19 12:01,0
5,啊啊啊啊希丝特莉亚变成女王了，好炸裂。她爸变成的那个两倍大的超大巨太恶心了只能在地上爬，脸都磨平了，我靠啊。第二部分要开始夺回玛丽亚之墙了！虽然真的不想让团长去送死，操，但是有他在真的士气高涨啊。他妈的开着十二集结尾打字，片尾忽然卡了一样，居然是利威尔，艾伦跟三笠，他们在干什么，为什么打起来了，利威尔还一身血，他妈的卡出这个画面吓我一大跳，到底怎么了，我急死了，马上开始看part 2。,2024/3/17 20:51,0
5,请献出你的心脏吧~♥这么好，制作如此良心的日漫居然只能看盗版，真的是惋惜，打斗动作设计100分~,2018/8/4 11:58,3
5,女王篇，已登基,2024/6/18 2:47,0
